TradeMaximizer Version 1.4a
Options: ALLOW-DUMMIES LINEAR-PRIORITIES REQUIRE-COLONS REQUIRE-USERNAMES SHOW-MISSING SMALL-STEP=0 BIG-STEP=1

Input Checksum: 7f2e7a25b42b7595ef4c1c9437922
ERRORS:
**** Item %ABYSS for user (CHAABER) is repeated in want list for 457.
**** Item %BLUEPRINTS for user (CHAABER) is repeated in want list for 454.
**** Item %BLUEPRINTS for user (CHAABER) is repeated in want list for 455.
**** Item %BOHNANZA for user (CHAABER) is repeated in want list for 455.
**** Item %BORA_BORA for user (DONKICHOTE87) is repeated in want list for 636.
**** Item %BORA_BORA for user (DONKICHOTE87) is repeated in want list for 637.
**** Item %BORA_BORA for user (DONKICHOTE87) is repeated in want list for 638.
**** Item %CONCORDIA for user (SOAMAZINGLYBAD) is repeated in want list for 513.
**** Item %CONCORDIA for user (SOAMAZINGLYBAD) is repeated in want list for 514.
**** Item %FIELDS_OF_ARLE for user (RADZISZZ) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %FIELDS_OF_ARLE for user (RADZISZZ) is repeated in want list for 181.
**** Item %FIELDS_OF_ARLE for user (RADZISZZ) is repeated in want list for 184.
**** Item %MICE_AND_MYSTICS for user (DONKICHOTE87) is repeated in want list for 639.
**** Item %THE_PILLARS_OF_THE_EARTH for user (CHAABER) is repeated in want list for 456.
**** Item %THE_PILLARS_OF_THE_EARTH for user (CHAABER) is repeated in want list for 458.
**** Item %WATSON_HOLMES for user (CHAABER) is repeated in want list for 454.
**** Item %YAMATAI for user (DONKICHOTE87) is repeated in want list for 639.
**** Item 259 is repeated in want list for 721.
**** Item 337 is repeated in want list for 512.
**** Item 474 is repeated in want list for 471.
**** Item 502 is repeated in want list for 179.
**** Item 539 is repeated in want list for 547.
**** Item 783 has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item 925 is repeated in want list for 26.
**** Unknown item 264 (5 occurrences)
**** Unknown item 265 (12 occurrences)
**** Unknown item 266 (9 occurrences)
**** Unknown item 267 (1 occurrence)
**** Unknown item 268 (2 occurrences)
**** Unknown item 269 (1 occurrence)
**** Unknown item 270 (1 occurrence)
**** Unknown item 271 (1 occurrence)
**** Unknown item 416 (5 occurrences)
**** Unknown item 417 (6 occurrences)
**** Unknown item 418 (12 occurrences)
**** Unknown item 419 (6 occurrences)
**** Unknown item 420 (7 occurrences)
**** Unknown item 421 (1 occurrence)
**** Unknown item 43 (2 occurrences)
**** Unknown item 44 (1 occurrence)
**** Unknown item 47 (5 occurrences)
**** Unknown item 475 (6 occurrences)
**** Unknown item 476 (8 occurrences)
**** Unknown item 478 (7 occurrences)
**** Unknown item 652 (1 occurrence)
**** Unknown item 654 (4 occurrences)
**** Unknown item 659 (15 occurrences)
**** Unknown item 661 (15 occurrences)
**** Unknown item 662 (2 occurrences)
**** Unknown item 663 (3 occurrences)
**** Unknown item 786 (1 occurrence)
**** Unknown item 788 (7 occurrences)
**** Unknown item 789 (14 occurrences)
**** Unknown item 826 (1 occurrence)
**** Unknown item MARVEL_DICE_MASTERS__THE_UNCANNY_X_MEN___COLLECTOR_S_BOX (1 occurrence)

TRADE LOOPS (171 total trades):
(CHAABER) 451        receives (RUNMAN) 52
(RUNMAN) 52          receives (EMISTRZU) 262
(EMISTRZU) 262       receives (CHAABER) 451

(DONKICHOTE87) 643   receives (WARDO89) 844
(WARDO89) 844        receives (PIODAG) 37
(PIODAG) 37          receives (PIECHU) 240
(PIECHU) 240         receives (MAT_EYO) 822
(MAT_EYO) 822        receives (FURAN) 837
(FURAN) 837          receives (VELJAREK) 739
(VELJAREK) 739       receives (RADZISZZ) 182
(RADZISZZ) 182       receives (DONKICHOTE87) 643

(INDAREK) 759        receives (RAZUL) 131
(RAZUL) 131          receives (YANOO) 622
(YANOO) 622          receives (RAZUL) 71
(RAZUL) 71           receives (INDAREK) 759

(JENNY70) 348        receives (TOMASCH) 722
(TOMASCH) 722        receives (JENNY70) 348

(KRISSOS) 611        receives (MONGEA) 886
(MONGEA) 886         receives (SLAWSLOM) 732
(SLAWSLOM) 732       receives (KRISSOS) 611

ITEM SUMMARY (171 total trades):

(4810861U) 185       receives (BOGUSZO) 689        and sends to (MEFIUG) 132
(4810861U) 186                   does not trade
(4810861U) 187                   does not trade
(8JANEK8) 282                    does not trade
(8JANEK8) 283        receives (KRISSOS) 612        and sends to (KASHYA) 410
(8JANEK8) 284                    does not trade
(8JANEK8) 286                    does not trade
(8JANEK8) 287        receives (VDER) 606           and sends to (SHADOWA) 708
(8JANEK8) 289                    does not trade
(8JANEK8) 290                    does not trade
(8JANEK8) 293                    does not trade
(8JANEK8) 294                    does not trade
(8JANEK8) 295                    does not trade
(ADAMBADURA) 10                  does not trade
(ADMI99) 17                      does not trade
(ADMI99) 18                      does not trade
(ADMI99) 19                      does not trade
(ADMI99) 20                      does not trade
(ADMI99) 21                      does not trade
(ADMI99) 22                      does not trade
(ADMI99) 589                     does not trade
(AHRIAN) 399                     does not trade
(AHRIAN) 400                     does not trade
(AHRIAN) 401                     does not trade
(AHRIAN) 402                     does not trade
(AMRAS_VARDAMIR) 107             does not trade
(AMRAS_VARDAMIR) 108             does not trade
(AMRAS_VARDAMIR) 109             does not trade
(APIEJH) 821                     does not trade
(BAARTOSZZ) 100                  does not trade
(BAARTOSZZ) 101      receives (MONGEA) 876         and sends to (WILCZELYKO) 407
(BAARTOSZZ) 102      receives (REGUUU) 702         and sends to (BARTP) 197
(BAARTOSZZ) 103                  does not trade
(BAARTOSZZ) 91                   does not trade
(BAARTOSZZ) 92       receives (PETER128) 488       and sends to (REGUUU) 702
(BAARTOSZZ) 93                   does not trade
(BAARTOSZZ) 94                   does not trade
(BAARTOSZZ) 95                   does not trade
(BAARTOSZZ) 96                   does not trade
(BAARTOSZZ) 97                   does not trade
(BAARTOSZZ) 98                   does not trade
(BAARTOSZZ) 99       receives (GURTH) 405          and sends to (MONGEA) 876
(BARDOK) 63                      does not trade
(BARDOK) 64                      does not trade
(BARDOK) 65                      does not trade
(BARDOK) 66                      does not trade
(BART8111) 829                   does not trade
(BART8111) 830                   does not trade
(BART8111) 831                   does not trade
(BART8111) 832                   does not trade
(BART8111) 833                   does not trade
(BART8111) 834                   does not trade
(BART8111) 835                   does not trade
(BARTP) 188                      does not trade
(BARTP) 189                      does not trade
(BARTP) 190                      does not trade
(BARTP) 191                      does not trade
(BARTP) 192                      does not trade
(BARTP) 193                      does not trade
(BARTP) 194                      does not trade
(BARTP) 195                      does not trade
(BARTP) 196          receives (RAZUL) 68           and sends to (SIREVAN) 678
(BARTP) 197          receives (BAARTOSZZ) 102      and sends to (REGUUU) 705
(BARTP) 198                      does not trade
(BARTP) 199          receives (MAJKOS) 116         and sends to (STASZEK) 748
(BARTP) 960                      does not trade
(BOGUSZO) 686        receives (_AIS_) 436          and sends to (RUNMAN) 424
(BOGUSZO) 687        receives (SIPIO) 494          and sends to (GRZES19) 853
(BOGUSZO) 688        receives (CHAABER) 453        and sends to (GRUNWALD) 428
(BOGUSZO) 689        receives (RAZUL) 57           and sends to (4810861U) 185
(BOGUSZO) 720                    does not trade
(CHAABER) 451        receives (RUNMAN) 52          and sends to (EMISTRZU) 262
(CHAABER) 452                    does not trade
(CHAABER) 453        receives (YNIDHOGG) 851       and sends to (BOGUSZO) 688
(CHAABER) 454                    does not trade
(CHAABER) 455                    does not trade
(CHAABER) 456                    does not trade
(CHAABER) 457                    does not trade
(CHAABER) 458                    does not trade
(CORABB) 546                     does not trade
(CORABB) 547         receives (RAZUL) 137          and sends to (SOAMAZINGLYBAD) 514
(CORABB) 548                     does not trade
(CORABB) 549                     does not trade
(CORABB) 550                     does not trade
(CORABB) 551         receives (RAZUL) 153          and sends to (PUNRYK) 375
(CORABB) 552                     does not trade
(CRSUNIK) 804        receives (MAT_EYO) 825        and sends to (VELJAREK) 746
(CRSUNIK) 805                    does not trade
(CRSUNIK) 806        receives (WILCZELYKO) 406     and sends to (RAZUL) 390
(CRSUNIK) 807                    does not trade
(CRSUNIK) 808                    does not trade
(CRSUNIK) 809                    does not trade
(CRSUNIK) 811                    does not trade
(CRSUNIK) 813                    does not trade
(CRSUNIK) 814        receives (GAMBIT_GGK) 573     and sends to (KUBAP) 963
(CRSUNIK) 815        receives (MONGEA) 950         and sends to (KRYSTEK) 657
(CRSUNIK) 816                    does not trade
(CRSUNIK) 817                    does not trade
(CRSUNIK) 818                    does not trade
(CRSUNIK) 824                    does not trade
(CYBEROWCA) 183      receives (HARUN) 136          and sends to (MAGOLE) 617
(CZYZYK29) 540       receives (PUNRYK) 375         and sends to (KRISSOS) 612
(CZYZYK29) 541                   does not trade
(DONATELLO23) 104                does not trade
(DONATELLO23) 105                does not trade
(DONATELLO23) 106                does not trade
(DONATELLO23) 522                does not trade
(DONATELLO23) 523                does not trade
(DONKICHOTE87) 634               does not trade
(DONKICHOTE87) 635               does not trade
(DONKICHOTE87) 636               does not trade
(DONKICHOTE87) 637               does not trade
(DONKICHOTE87) 638               does not trade
(DONKICHOTE87) 639               does not trade
(DONKICHOTE87) 640               does not trade
(DONKICHOTE87) 641               does not trade
(DONKICHOTE87) 642               does not trade
(DONKICHOTE87) 643   receives (WARDO89) 844        and sends to (RADZISZZ) 182
(DONKICHOTE87) 660               does not trade
(DUSTPTB) 496                    does not trade
(DUSTPTB) 497                    does not trade
(DUSTPTB) 498                    does not trade
(DUSTPTB) 499                    does not trade
(DUSTPTB) 500                    does not trade
(DUSTPTB) 501                    does not trade
(EFER) 571                       does not trade
(EFER) 716                       does not trade
(EFER) 717                       does not trade
(ELMOTOJA) 758       receives (GINET1) 13          and sends to (MARCIND) 798
(ELMOTOJA) 761                   does not trade
(ELMOTOJA) 762       receives (FINNAN) 73          and sends to (RAZUL) 129
(ELPRZYBYLLO) 83                 does not trade
(ELPRZYBYLLO) 84                 does not trade
(ELPRZYBYLLO) 85                 does not trade
(ELPRZYBYLLO) 86                 does not trade
(ELPRZYBYLLO) 87                 does not trade
(ELPRZYBYLLO) 88                 does not trade
(ELPRZYBYLLO) 89                 does not trade
(ELPRZYBYLLO) 90     receives (GOLEBIOWSKI) 331    and sends to (MCARON1) 633
(EMISTRZU) 262       receives (CHAABER) 451        and sends to (RUNMAN) 52
(EMISTRZU) 263                   does not trade
(EMISTRZU) 273                   does not trade
(EMISTRZU) 279                   does not trade
(EMISTRZU) 318                   does not trade
(EMISTRZU) 553                   does not trade
(EMISTRZU) 554                   does not trade
(EQUILIBRIUMPL) 274              does not trade
(EQUILIBRIUMPL) 275              does not trade
(EQUILIBRIUMPL) 276              does not trade
(EQUILIBRIUMPL) 277              does not trade
(EQUILIBRIUMPL) 278              does not trade
(FANTAZYN) 42                    does not trade
(FANTAZYN) 46                    does not trade
(FANTAZYN) 48                    does not trade
(FANTAZYN) 49        receives (SPIOSEK) 791        and sends to (RAZUL) 535
(FINNAN) 69                      does not trade
(FINNAN) 70          receives (GRUNWALD) 428       and sends to (GRZES19) 863
(FINNAN) 72                      does not trade
(FINNAN) 73          receives (WILCZELYKO) 407     and sends to (ELMOTOJA) 762
(FREYA2226) 618      receives (RADZISZZ) 184       and sends to (STASZEK) 753
(FREYA2226) 619                  does not trade
(FREYA2226) 620      receives (KUBAP) 955          and sends to (RADZISZZ) 184
(FURAN) 836          receives (YNIDHOGG) 938       and sends to (MEFIUG) 127
(FURAN) 837          receives (VELJAREK) 739       and sends to (MAT_EYO) 822
(GAMBIT_GGK) 572                 does not trade
(GAMBIT_GGK) 573     receives (OMAM1234) 177       and sends to (CRSUNIK) 814
(GAMBIT_GGK) 574                 does not trade
(GAMBIT_GGK) 575                 does not trade
(GAMBIT_GGK) 576                 does not trade
(GAMBIT_GGK) 577                 does not trade
(GAMBIT_GGK) 578                 does not trade
(GAMBIT_GGK) 579                 does not trade
(GAMBIT_GGK) 580                 does not trade
(GAMBIT_GGK) 581                 does not trade
(GAMBIT_GGK) 582                 does not trade
(GAMBIT_GGK) 583                 does not trade
(GAMBIT_GGK) 584                 does not trade
(GAMBIT_GGK) 585                 does not trade
(GAMBIT_GGK) 586                 does not trade
(GAMBIT_GGK) 587                 does not trade
(GAMBIT_GGK) 588                 does not trade
(GEKOPL) 450                     does not trade
(GINET1) 11                      does not trade
(GINET1) 12                      does not trade
(GINET1) 13          receives (PITONOWIE) 664      and sends to (ELMOTOJA) 758
(GINET1) 14                      does not trade
(GINET1) 15                      does not trade
(GINET1) 16                      does not trade
(GINET1) 602         receives (RAZUL) 534          and sends to (MAT_EYO) 825
(GINET1) 603                     does not trade
(GODUNOW) 849                    does not trade
(GODUNOW) 850        receives (VELJAREK) 746       and sends to (RAFALOLEK) 324
(GOLEBIOWSKI) 327                does not trade
(GOLEBIOWSKI) 328                does not trade
(GOLEBIOWSKI) 329                does not trade
(GOLEBIOWSKI) 330                does not trade
(GOLEBIOWSKI) 331    receives (SLAWSLOM) 730       and sends to (ELPRZYBYLLO) 90
(GOLEBIOWSKI) 332                does not trade
(GOLEBIOWSKI) 333                does not trade
(GOLEBIOWSKI) 334                does not trade
(GOLEBIOWSKI) 335                does not trade
(GRUNWALD) 428       receives (BOGUSZO) 688        and sends to (FINNAN) 70
(GRUNWALD) 429                   does not trade
(GRUNWALD) 430                   does not trade
(GRUNWALD) 431                   does not trade
(GRZES19) 853        receives (BOGUSZO) 687        and sends to (PIODAG) 38
(GRZES19) 854                    does not trade
(GRZES19) 856                    does not trade
(GRZES19) 857                    does not trade
(GRZES19) 858                    does not trade
(GRZES19) 860                    does not trade
(GRZES19) 861                    does not trade
(GRZES19) 863        receives (FINNAN) 70          and sends to (MONGEA) 940
(GURTH) 403                      does not trade
(GURTH) 404          receives (MEFIUG) 127         and sends to (THELKAAR) 679
(GURTH) 405          receives (SIREVAN) 678        and sends to (BAARTOSZZ) 99
(GURTH) 425                      does not trade
(GURTH) 426          receives (MONGEA) 940         and sends to (YNIDHOGG) 851
(GURTH) 521                      does not trade
(HARUN) 123          receives (REGUUU) 701         and sends to (KASZKIET) 7
(HARUN) 126                      does not trade
(HARUN) 130                      does not trade
(HARUN) 133                      does not trade
(HARUN) 136          receives (MARCIND) 798        and sends to (CYBEROWCA) 183
(HARUN) 684                      does not trade
(HARUN) 685                      does not trade
(INDAREK) 754                    does not trade
(INDAREK) 755                    does not trade
(INDAREK) 756                    does not trade
(INDAREK) 757                    does not trade
(INDAREK) 759        receives (RAZUL) 131          and sends to (RAZUL) 71
(INDAREK) 760        receives (RAZUL) 169          and sends to (SPIOSEK) 791
(JAREKW) 504                     does not trade
(JAREKW) 505                     does not trade
(JENNY70) 346                    does not trade
(JENNY70) 347                    does not trade
(JENNY70) 348        receives (TOMASCH) 722        and sends to (TOMASCH) 722
(JENNY70) 349                    does not trade
(JENNY70) 350                    does not trade
(JENNY70) 351                    does not trade
(JENNY70) 352                    does not trade
(JENNY70) 353                    does not trade
(JENNY70) 354                    does not trade
(JENNY70) 355                    does not trade
(JENNY70) 356                    does not trade
(JENNY70) 357                    does not trade
(JENNY70) 358                    does not trade
(JENNY70) 359                    does not trade
(JENNY70) 360        receives (RAFALOLEK) 324      and sends to (RAZUL) 137
(JENNY70) 361                    does not trade
(JENNY70) 362                    does not trade
(JENNY70) 363        receives (RUNMAN) 424         and sends to (REGUUU) 699
(JENNY70) 364                    does not trade
(JENNY70) 365                    does not trade
(JENNY70) 366                    does not trade
(JENNY70) 367                    does not trade
(JENNY70) 368                    does not trade
(JENNY70) 369                    does not trade
(JENNY70) 370                    does not trade
(JENNY70) 570                    does not trade
(JINGOWAWA) 317                  does not trade
(JINGOWAWA) 601                  does not trade
(JINGOWAWA) 924                  does not trade
(JONEK) 810                      does not trade
(JONEK) 812                      does not trade
(KACZUCH2142) 480    receives (STASZEK) 748        and sends to (RAZUL) 169
(KACZUCH2142) 481                does not trade
(KACZUCH2142) 482                does not trade
(KACZUCH2142) 483                does not trade
(KAMIRU86) 325                   does not trade
(KAMIRU86) 326                   does not trade
(KAMIRU86) 502                   does not trade
(KAMIRU86) 503                   does not trade
(KASHYA) 410         receives (8JANEK8) 283        and sends to (KUBAP) 951
(KASHYA) 411                     does not trade
(KASHYA) 412                     does not trade
(KASZKIET) 2                     does not trade
(KASZKIET) 4                     does not trade
(KASZKIET) 5         receives (KUBAP) 951          and sends to (PETER128) 484
(KASZKIET) 6                     does not trade
(KASZKIET) 7         receives (HARUN) 123          and sends to (WILCZELYKO) 406
(KASZKIET) 8         receives (MIOTELKA) 630       and sends to (REGUUU) 701
(KASZKIET) 9                     does not trade
(KDSZ) 339                       does not trade
(KDSZ) 76                        does not trade
(KDSZ) 80                        does not trade
(KDSZ) 82                        does not trade
(KERUKR) 711                     does not trade
(KERUKR) 712                     does not trade
(KERUKR) 713                     does not trade
(KERUKR) 714                     does not trade
(KERUKR) 715                     does not trade
(KMET) 542                       does not trade
(KMET) 543           receives (RAZUL) 600          and sends to (KRISSOS) 608
(KMET) 544                       does not trade
(KMET) 545                       does not trade
(KOSHIASH) 565                   does not trade
(KOSHIASH) 566                   does not trade
(KOSHIASH) 567                   does not trade
(KOSHIASH) 568                   does not trade
(KOSHIASH) 569                   does not trade
(KOSTERNIK) 799                  does not trade
(KOSTERNIK) 800                  does not trade
