TradeMaximizer Version 1.4a
Options: ALLOW-DUMMIES LINEAR-PRIORITIES REQUIRE-COLONS REQUIRE-USERNAMES SHOW-MISSING SMALL-STEP=0 BIG-STEP=1

Input Checksum: 304726fc4aebfe6c9fe9fbeb5759a89
ERRORS:
**** Item %BARRAGE_DUEL for user (LOMAX1983) is repeated in want list for 96.
**** Item %BOT_FACTORY for user (MAGUN071) is repeated in want list for 1054.
**** Item %BOT_FACTORY for user (MAGUN071) is repeated in want list for 1055.
**** Item %BOT_FACTORY for user (MAGUN071) is repeated in want list for 1057.
**** Item %BOT_FACTORY for user (MAGUN071) is repeated in want list for 1058.
**** Item %DEAD_RECKONING for user (KMET) is repeated in want list for 965.
**** Item %EVENFALL for user (JINGOWAWA) is repeated in want list for 1102.
**** Item %EVENFALL for user (JINGOWAWA) is repeated in want list for 1914.
**** Item %FALL_OF_ROME for user (JINGOWAWA) is repeated in want list for 1102.
**** Item %FALL_OF_ROME for user (JINGOWAWA) is repeated in want list for 1914.
**** Item %GUTENBERG for user (JINGOWAWA) is repeated in want list for 1102.
**** Item %GUTENBERG for user (JINGOWAWA) is repeated in want list for 1914.
**** Item %HARD_CITY for user (JINGOWAWA) is repeated in want list for 1102.
**** Item %HARD_CITY for user (JINGOWAWA) is repeated in want list for 1914.
**** Item %LEGENDARY_ENCOUNTERS_AN_ALIEN_DECK_BUILDING_GAME for user (JAJKOS) contains item 202 sender from the same user ((JAJKOS))
**** Item %OVERBOSS for user (JINGOWAWA) is repeated in want list for 1102.
**** Item %OVERBOSS for user (JINGOWAWA) is repeated in want list for 1914.
**** Item %REVIVE for user (JINGOWAWA) is repeated in want list for 1102.
**** Item %REVIVE for user (JINGOWAWA) is repeated in want list for 1914.
**** Item %SETI for user (ISKRANAPROCHY) is repeated in want list for 379.
**** Item %WHITE for user (GRIMCLASH) is repeated in want list for 428.
**** Item %WHITE for user (GRIMCLASH) is repeated in want list for 430.
**** Item %WHITE for user (GRIMCLASH) is repeated in want list for 431.
**** Item 11 is repeated in want list for %KUTN_HORA for user (KDSZ).
**** Item 1267 is repeated in want list for 850.
**** Item 1335 is repeated in want list for 1670.
**** Item 1642 is repeated in want list for 850.
**** Item 1933 is repeated in want list for 1819.
**** Item 1989 is repeated in want list for 1293.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 2055 is repeated in want list for 1677.
**** Item 517 is repeated in want list for 1295.
**** Item 631 is repeated in want list for 1293.
**** Item 677 is repeated in want list for 850.
**** Item 776 is repeated in want list for 1907.
**** Item 776 is repeated in want list for 1912.
**** Item 823 is repeated in want list for 1819.
**** Item 867 is repeated in want list for 850.
**** Item 913 is repeated in want list for 1293.
**** Unknown item %TICKET_TO_RIDE_PLAY_PINK for user (TOPBGG) (1 occurrence)
**** Unknown item 1106 (18 occurrences)
**** Unknown item 1110 (2 occurrences)
**** Unknown item 1112 (2 occurrences)
**** Unknown item 1113 (13 occurrences)
**** Unknown item 1114 (4 occurrences)
**** Unknown item 1407 (8 occurrences)
**** Unknown item 1454 (18 occurrences)
**** Unknown item 1466 (16 occurrences)
**** Unknown item 1467 (2 occurrences)
**** Unknown item 1468 (7 occurrences)
**** Unknown item 1469 (13 occurrences)
**** Unknown item 1470 (6 occurrences)
**** Unknown item 1612 (7 occurrences)
**** Unknown item 1632 (80 occurrences)
**** Unknown item 1633 (17 occurrences)
**** Unknown item 1637 (118 occurrences)
**** Unknown item 1638 (10 occurrences)
**** Unknown item 1639 (8 occurrences)
**** Unknown item 1654 (2 occurrences)
**** Unknown item 1655 (13 occurrences)
**** Unknown item 1656 (4 occurrences)
**** Unknown item 1657 (9 occurrences)
**** Unknown item 1658 (8 occurrences)
**** Unknown item 1735 (17 occurrences)
**** Unknown item 1840 (17 occurrences)
**** Unknown item 1841 (36 occurrences)
**** Unknown item 1851 (12 occurrences)
**** Unknown item 1946 (8 occurrences)
**** Unknown item 2051 (10 occurrences)
**** Unknown item 2052 (37 occurrences)
**** Unknown item 361 (3 occurrences)
**** Unknown item 363 (19 occurrences)
**** Unknown item 364 (8 occurrences)
**** Unknown item 365 (14 occurrences)
**** Unknown item 366 (3 occurrences)
**** Unknown item 367 (13 occurrences)
**** Unknown item 368 (3 occurrences)
**** Unknown item 369 (5 occurrences)
**** Unknown item 374 (17 occurrences)
**** Unknown item 533 (3 occurrences)
**** Unknown item 885 (2 occurrences)
**** Unknown item 918 (164 occurrences)
**** Unknown item 919 (17 occurrences)
**** Unknown item TILETUM (1 occurrence)
**** Unknown item  1408 (1 occurrence)

TRADE LOOPS (391 total trades):

(DORGA1) 229           receives (SATINO4) 502
(MISIENCJUSZ) 92       receives (KONTRABAS) 470
(KONTRABAS) 470        receives (GRYZLI83) 1239
(GRYZLI83) 1239        receives (JBLAZE) 1222
(JBLAZE) 1222          receives (PIOTRSZYJKA) 767
(PIOTRSZYJKA) 767      receives (PUSHEENEIRO) 2024
(PUSHEENEIRO) 2024     receives (KMET) 967
(KMET) 967             receives (ROSETA) 1063
(ROSETA) 1063          receives (FRAMZ_PL) 870
(FRAMZ_PL) 870         receives (BAARTOSZZ) 238
(BAARTOSZZ) 238        receives (GROR) 1076
(GROR) 1076            receives (DAVID_HS) 612
(DAVID_HS) 612         receives (GROR) 1206
(GROR) 1206            receives (PATRYKGALKA) 70
(PATRYKGALKA) 70       receives (BAAKA) 515
(BAAKA) 515            receives (STACHU772) 584
(STACHU772) 584        receives (POKET) 2035
(POKET) 2035           receives (PUSHEENEIRO) 2027
(PUSHEENEIRO) 2027     receives (PIOTR1) 530
(PIOTR1) 530           receives (PLANSZOWIEC) 1918
(PLANSZOWIEC) 1918     receives (HAPPOSAI) 700
(HAPPOSAI) 700         receives (ROSETA) 1465
(ROSETA) 1465          receives (PANCOR) 1412
(PANCOR) 1412          receives (BAARTOSZZ) 234
(BAARTOSZZ) 234        receives (PLANSZOWIEC) 1936
(PLANSZOWIEC) 1936     receives (PIOTRSZYJKA) 755
(PIOTRSZYJKA) 755      receives (JENNY70) 993
(JENNY70) 993          receives (DLAAGNIECHY) 483
(DLAAGNIECHY) 483      receives (PLANSZOWIEC) 1917
(PLANSZOWIEC) 1917     receives (KDSZ) 634
(KDSZ) 634             receives (PATRYKGALKA) 841
(PATRYKGALKA) 841      receives (SZEPCZ) 776
(SZEPCZ) 776           receives (CORRAN) 1300
(CORRAN) 1300          receives (IRONHAWK) 1595
(IRONHAWK) 1595        receives (GRIMCLASH) 433
(GRIMCLASH) 433        receives (GROR) 1620
(GROR) 1620            receives (RAFMIX) 901
(RAFMIX) 901           receives (PEPER777) 915
(PEPER777) 915         receives (DEEDO72) 1887
(DEEDO72) 1887         receives (CRAZZIE) 823
(CRAZZIE) 823          receives (MZEPTER) 940
(MZEPTER) 940          receives (HELLOWEEN85) 244
(HELLOWEEN85) 244      receives (POKET) 2036
(POKET) 2036           receives (ADALBERT) 1817
(ADALBERT) 1817        receives (ZIEZIOR) 657
(ZIEZIOR) 657          receives (TOPBGG) 523
(TOPBGG) 523           receives (GROR) 1068
(GROR) 1068            receives (MOR7) 146
(MOR7) 146             receives (CLAVI) 748
(CLAVI) 748            receives (PANCOR) 284
(PANCOR) 284           receives (MARBEL) 1653
(MARBEL) 1653          receives (IRON84) 1819
(IRON84) 1819          receives (MRCICHY) 613
(MRCICHY) 613          receives (KONTRABAS) 474
(KONTRABAS) 474        receives (BORRYS) 1864
(BORRYS) 1864          receives (TOPBGG) 518
(TOPBGG) 518           receives (GROR) 1078
(GROR) 1078            receives (GRYZLI83) 1259
(GRYZLI83) 1259        receives (ASTRIELL88) 1125
(ASTRIELL88) 1125      receives (WINSTER) 342
(WINSTER) 342          receives (GARG) 1531
(GARG) 1531            receives (NIDHOG) 1163
(NIDHOG) 1163          receives (WARRTAIN) 571
(WARRTAIN) 571         receives (PAWEL_G) 2073
(PAWEL_G) 2073         receives (BRZECHA) 542
(BRZECHA) 542          receives (PANCOR) 2100
(PANCOR) 2100          receives (CAFFREYRLS) 1670
(CAFFREYRLS) 1670      receives (MATEO86) 2057
(MATEO86) 2057         receives (ATRAPANTHERA) 86
(ATRAPANTHERA) 86      receives (HELLOWEEN85) 240
(HELLOWEEN85) 240      receives (CIUNIEK) 200
(CIUNIEK) 200          receives (BARTXX86) 952
(BARTXX86) 952         receives (YOSEK) 1457
(YOSEK) 1457           receives (CORRAN) 1288
(CORRAN) 1288          receives (GRYZLI83) 1821
(GRYZLI83) 1821        receives (KRYSTEK) 1622
(KRYSTEK) 1622         receives (ISKRANAPROCHY) 379
(ISKRANAPROCHY) 379    receives (ADMI99) 36
(ADMI99) 36            receives (MAAATI) 621
(MAAATI) 621           receives (RUSTY3000) 851
(RUSTY3000) 851        receives (HARDKOR) 1753
(HARDKOR) 1753         receives (DZIUM8) 392
(DZIUM8) 392           receives (WINSTER) 344
(WINSTER) 344          receives (CIUNIEK) 194
(CIUNIEK) 194          receives (PANCOR) 2099
(PANCOR) 2099          receives (UNKNOWN0) 740
(UNKNOWN0) 740         receives (TOPBGG) 525
(TOPBGG) 525           receives (GARG) 1591
(GARG) 1591            receives (KONTRABAS) 465
(KONTRABAS) 465        receives (PANCOR) 1429
(PANCOR) 1429          receives (PIOTRSZYJKA) 764
(PIOTRSZYJKA) 764      receives (BAARTOSZZ) 237
(BAARTOSZZ) 237        receives (KBIZON) 884
(KBIZON) 884           receives (BARTP) 1706
(BARTP) 1706           receives (ADMI99) 25
(ADMI99) 25            receives (BOARDGAMESDEV) 1373
(BOARDGAMESDEV) 1373   receives (ROY77) 476
(ROY77) 476            receives (ASPENNR) 1296
(ASPENNR) 1296         receives (MATTBAT11) 558
(MATTBAT11) 558        receives (PEPER777) 913
(PEPER777) 913         receives (PRZMKP) 241
(PRZMKP) 241           receives (HANEK) 771
(HANEK) 771            receives (MAAATI) 754
(MAAATI) 754           receives (RODAN77) 355
(RODAN77) 355          receives (HAPPOSAI) 704
(HAPPOSAI) 704         receives (ATRAPANTHERA) 101
(ATRAPANTHERA) 101     receives (LISEK2000) 1326
(LISEK2000) 1326       receives (KOPEC) 604
(KOPEC) 604            receives (WOJCIECHS) 1929
(WOJCIECHS) 1929       receives (QRZY88) 1951
(QRZY88) 1951          receives (VOYDEN) 1991
(VOYDEN) 1991          receives (LUKASZ90) 1896
(LUKASZ90) 1896        receives (GROR) 1207
(GROR) 1207            receives (PIOTRSZYJKA) 770
(PIOTRSZYJKA) 770      receives (GRIMCLASH) 434
(GRIMCLASH) 434        receives (VOYDEN) 1973
(VOYDEN) 1973          receives (VOUTECH83) 1449
(VOUTECH83) 1449       receives (RYSKAL) 1732
(RYSKAL) 1732          receives (SYDONIAA) 707
(SYDONIAA) 707         receives (ZIELONESZKIELKO) 1392
(ZIELONESZKIELKO) 1392 receives (PANCOR) 258
(PANCOR) 258           receives (ULTAN1990) 916
(ULTAN1990) 916        receives (LISEK2000) 1334
(LISEK2000) 1334       receives (PANCOR) 322
(PANCOR) 322           receives (GARG) 1495
(GARG) 1495            receives (PATRYKGALKA) 55
(PATRYKGALKA) 55       receives (GAMBIT_GGK) 1748
(GAMBIT_GGK) 1748      receives (FRAMZ_PL) 872
(FRAMZ_PL) 872         receives (NIDHOG) 1175
(NIDHOG) 1175          receives (RALFMARK) 1187
(RALFMARK) 1187        receives (SATINO4) 724
(SATINO4) 724          receives (KATSEK) 1050
(KATSEK) 1050          receives (KMET) 964
(KMET) 964             receives (CRAZZIE) 802
(CRAZZIE) 802          receives (ANIAW89) 1094
(ANIAW89) 1094         receives (BORRYS) 1868
(BORRYS) 1868          receives (MAFIN_) 216
(MAFIN_) 216           receives (KOPEC) 595
(KOPEC) 595            receives (PLANSZOWIEC) 1934
(PLANSZOWIEC) 1934     receives (ATRAPANTHERA) 85
(ATRAPANTHERA) 85      receives (GRIMCLASH) 418
(GRIMCLASH) 418        receives (DLAAGNIECHY) 480
(DLAAGNIECHY) 480      receives (GROR) 1617
(GROR) 1617            receives (KBIZON) 856
(KBIZON) 856           receives (GRAFI1984) 1910
(GRAFI1984) 1910       receives (SZCZEPAN89) 970
(SZCZEPAN89) 970       receives (KBIZON) 854
(KBIZON) 854           receives (BAAKA) 580
(BAAKA) 580            receives (SZEPCZ) 774
(SZEPCZ) 774           receives (CHAABER) 693
(CHAABER) 693          receives (ATRAPANTHERA) 102
(ATRAPANTHERA) 102     receives (ZIELONESZKIELKO) 1391
(ZIELONESZKIELKO) 1391 receives (APLEGAT2) 1604
(APLEGAT2) 1604        receives (PRZEMEK920) 1768
(PRZEMEK920) 1768      receives (STACHUSTACH187) 221
(STACHUSTACH187) 221   receives (LISEK2000) 1337
(LISEK2000) 1337       receives (TRINGA) 806
(TRINGA) 806           receives (JINGOWAWA) 1103
(JINGOWAWA) 1103       receives (DORGA1) 229

(MATTBAT11) 554        receives (DLAAGNIECHY) 484
(DLAAGNIECHY) 484      receives (CHAABER) 697
(CHAABER) 697          receives (MADZIALENA7) 1850
(MADZIALENA7) 1850     receives (MATTBAT11) 554

(MATTBAT11) 560        receives (UNKNOWN0) 744
(UNKNOWN0) 744         receives (RALFMARK) 1199
(RALFMARK) 1199        receives (CAFFREYRLS) 1679
(CAFFREYRLS) 1679      receives (GODUNOW) 666
(GODUNOW) 666          receives (GRAFI1984) 1911
(GRAFI1984) 1911       receives (ZIELONESZKIELKO) 1397
(ZIELONESZKIELKO) 1397 receives (CIUPAKABRA997) 685
(CIUPAKABRA997) 685    receives (GROR) 1213
