TradeMaximizer Version 1.4a
Options: ALLOW-DUMMIES LINEAR-PRIORITIES REQUIRE-COLONS REQUIRE-USERNAMES SHOW-MISSING SMALL-STEP=0 BIG-STEP=1

Input Checksum: d05d33f3f7daa07eae296520b6b21de
ERRORS:
**** Item %CAMEL_UP_OFF_SEASON for user (PATRYKGALKA) is repeated in want list for 23.
**** Item %CAMEL_UP_OFF_SEASON for user (PATRYKGALKA) is repeated in want list for 46.
**** Item %CAVERNA for user (PIECHU) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %CAVERNA for user (PIECHU) is repeated in want list for 1125.
**** Item %CAVERNA for user (PIECHU) is repeated in want list for 602.
**** Item %CAVERNA for user (PIECHU) is repeated in want list for 603.
**** Item %CAVERNA for user (PIECHU) is repeated in want list for 604.
**** Item %CAVERNA for user (PIECHU) is repeated in want list for 605.
**** Item %CAVERNA for user (PIECHU) is repeated in want list for 606.
**** Item %CAVERNA for user (PIECHU) is repeated in want list for 608.
**** Item %CAVERNA for user (PIECHU) is repeated in want list for 610.
**** Item %CAVERNA for user (PIECHU) is repeated in want list for 795.
**** Item %CAVERNA for user (PIECHU) is repeated in want list for 796.
**** Item %CAVERNA for user (PIECHU) is repeated in want list for 797.
**** Item %CAVERNA for user (PIECHU) is repeated in want list for 798.
**** Item %CAVERNA for user (PIECHU) is repeated in want list for 799.
**** Item %CAVERNA for user (PIECHU) is repeated in want list for 802.
**** Item %CAVERNA for user (PIECHU) is repeated in want list for 803.
**** Item %EL_GRANDE for user (PIVNITZ) is repeated in want list for 383.
**** Item %NIDAVELLIR for user (PIECHU) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %NIDAVELLIR for user (PIECHU) is repeated in want list for 1125.
**** Item %NIDAVELLIR for user (PIECHU) is repeated in want list for 602.
**** Item %NIDAVELLIR for user (PIECHU) is repeated in want list for 603.
**** Item %NIDAVELLIR for user (PIECHU) is repeated in want list for 604.
**** Item %NIDAVELLIR for user (PIECHU) is repeated in want list for 605.
**** Item %NIDAVELLIR for user (PIECHU) is repeated in want list for 606.
**** Item %NIDAVELLIR for user (PIECHU) is repeated in want list for 608.
**** Item %NIDAVELLIR for user (PIECHU) is repeated in want list for 610.
**** Item %NIDAVELLIR for user (PIECHU) is repeated in want list for 795.
**** Item %NIDAVELLIR for user (PIECHU) is repeated in want list for 796.
**** Item %NIDAVELLIR for user (PIECHU) is repeated in want list for 797.
**** Item %NIDAVELLIR for user (PIECHU) is repeated in want list for 798.
**** Item %NIDAVELLIR for user (PIECHU) is repeated in want list for 799.
**** Item %NIDAVELLIR for user (PIECHU) is repeated in want list for 802.
**** Item %NIDAVELLIR for user (PIECHU) is repeated in want list for 803.
**** Item %PUERTO_RICO for user (SANDIK) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %PUERTO_RICO for user (SANDIK) is repeated in want list for 155.
**** Item %PUERTO_RICO for user (SANDIK) is repeated in want list for 157.
**** Item %PUERTO_RICO for user (SANDIK) is repeated in want list for 158.
**** Item %PUERTO_RICO for user (SANDIK) is repeated in want list for 159.
**** Item %PUERTO_RICO for user (SANDIK) is repeated in want list for 162.
**** Item %PUERTO_RICO for user (SANDIK) is repeated in want list for 164.
**** Item %PUERTO_RICO for user (SANDIK) is repeated in want list for 166.
**** Item %SEASONS for user (ROGATUSIEK) contains item 1597 sender from the same user ((ROGATUSIEK))
**** Item %SUBURBIA for user (TEDOKA) is repeated in want list for 251.
**** Item %WINGSPAN for user (PIECHU) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %WINGSPAN for user (PIECHU) is repeated in want list for 1125.
**** Item %WINGSPAN for user (PIECHU) is repeated in want list for 602.
**** Item %WINGSPAN for user (PIECHU) is repeated in want list for 603.
**** Item %WINGSPAN for user (PIECHU) is repeated in want list for 604.
**** Item %WINGSPAN for user (PIECHU) is repeated in want list for 605.
**** Item %WINGSPAN for user (PIECHU) is repeated in want list for 606.
**** Item %WINGSPAN for user (PIECHU) is repeated in want list for 608.
**** Item %WINGSPAN for user (PIECHU) is repeated in want list for 610.
**** Item %WINGSPAN for user (PIECHU) is repeated in want list for 795.
**** Item %WINGSPAN for user (PIECHU) is repeated in want list for 796.
**** Item %WINGSPAN for user (PIECHU) is repeated in want list for 797.
**** Item %WINGSPAN for user (PIECHU) is repeated in want list for 798.
**** Item %WINGSPAN for user (PIECHU) is repeated in want list for 799.
**** Item %WINGSPAN for user (PIECHU) is repeated in want list for 802.
**** Item %WINGSPAN for user (PIECHU) is repeated in want list for 803.
**** Item 127 is repeated in want list for 1017.
**** Item 1367 is repeated in want list for 646.
**** Item 152 is repeated in want list for 285.
**** Item 1570 is repeated in want list for 1022.
**** Item 1570 is repeated in want list for 1373.
**** Item 428 is repeated in want list for 1029.
**** Item 428 is repeated in want list for 1030.
**** Item 515 is repeated in want list for 285.
**** Unknown item %51ST_STATE_MASTER_SET_51ST_STATE_MASTER_SET_MOLOCH for user (RUTRA1992) (1 occurrence)
**** Unknown item %BARRAGE_BARRAGE_THE_LEEGHWATER_PROJECT for user (PANCOR) (59 occurrences)
**** Unknown item 1268 (36 occurrences)
**** Unknown item 1269 (42 occurrences)
**** Unknown item 1270 (2 occurrences)
**** Unknown item 1271 (4 occurrences)
**** Unknown item 1272 (8 occurrences)
**** Unknown item 1273 (2 occurrences)
**** Unknown item 1275 (3 occurrences)
**** Unknown item 1276 (41 occurrences)
**** Unknown item 1277 (39 occurrences)
**** Unknown item 1280 (4 occurrences)
**** Unknown item 1281 (46 occurrences)
**** Unknown item 1282 (46 occurrences)
**** Unknown item 1540 (7 occurrences)
**** Unknown item 1599 (1 occurrence)
**** Unknown item 1800 (1 occurrence)
**** Unknown item 228 (1 occurrence)
**** Unknown item 234 (2 occurrences)
**** Unknown item 971 (1 occurrence)

TRADE LOOPS (466 total trades):

(_SLY_) 243            receives (ZERO_1627) 778
(MORMAKILL) 411        receives (EMGIEER) 572
(EMGIEER) 572          receives (MAKKO94) 998
(MAKKO94) 998          receives (LOMAX1983) 1218
(LOMAX1983) 1218       receives (KLANCYG) 583
(KLANCYG) 583          receives (MANKOSLAW) 812
(MANKOSLAW) 812        receives (ELBRUUS) 884
(ELBRUUS) 884          receives (JACEKBARBER) 1513
(JACEKBARBER) 1513     receives (SARDO93) 627
(SARDO93) 627          receives (BARTP) 718
(BARTP) 718            receives (NUMERNABIS) 1448
(NUMERNABIS) 1448      receives (HAYPP) 965
(HAYPP) 965            receives (PTEROGROM) 16
(PTEROGROM) 16         receives (KIDI) 645
(KIDI) 645             receives (PANDORZECZA) 609
(PANDORZECZA) 609      receives (ALUCARD8282) 888
(ALUCARD8282) 888      receives (PATT23R) 464
(PATT23R) 464          receives (WINSTER) 762
(WINSTER) 762          receives (CIUNIEK) 190
(CIUNIEK) 190          receives (ITSTHISGUYAGAIN) 1008
(ITSTHISGUYAGAIN) 1008 receives (MRCICHY) 332
(MRCICHY) 332          receives (MIZIO) 163
(MIZIO) 163            receives (FRAMZ_PL) 676
(FRAMZ_PL) 676         receives (SIMON_99) 1332
(SIMON_99) 1332        receives (KRZYSZTOF007) 806
(KRZYSZTOF007) 806     receives (BREGORZ) 431
(BREGORZ) 431          receives (JAQJACEK) 916
(JAQJACEK) 916         receives (KATEBASKET) 148
(KATEBASKET) 148       receives (JACEKBARBER) 1516
(JACEKBARBER) 1516     receives (PATT23R) 460
(PATT23R) 460          receives (KARTMAN7) 75
(KARTMAN7) 75          receives (PANCOR) 1035
(PANCOR) 1035          receives (JACEKBARBER) 1514
(JACEKBARBER) 1514     receives (PIVNITZ) 385
(PIVNITZ) 385          receives (GAMLEER) 524
(GAMLEER) 524          receives (ANOPTICHTYS) 1109
(ANOPTICHTYS) 1109     receives (AKKAC) 750
(AKKAC) 750            receives (SHILIEN) 1044
(SHILIEN) 1044         receives (RAFMIX) 935
(RAFMIX) 935           receives (ANIASIEK) 1548
(ANIASIEK) 1548        receives (CIUPAKABRA997) 1133
(CIUPAKABRA997) 1133   receives (FLIEGEN) 1239
(FLIEGEN) 1239         receives (ZBAJSZEK) 1163
(ZBAJSZEK) 1163        receives (JNOWACZY) 1131
(JNOWACZY) 1131        receives (TEDOKA) 251
(TEDOKA) 251           receives (JAGGA68) 557
(JAGGA68) 557          receives (SKOTI) 1342
(SKOTI) 1342           receives (BOBULE) 289
(BOBULE) 289           receives (KOPEC) 725
(KOPEC) 725            receives (CORRAN) 195
(CORRAN) 195           receives (PEPER777) 1435
(PEPER777) 1435        receives (STASZEK) 1301
(STASZEK) 1301         receives (GINET1) 25
(GINET1) 25            receives (WOOL_F) 1040
(WOOL_F) 1040          receives (DAWTA) 220
(DAWTA) 220            receives (MAJZOWNIK) 309
(MAJZOWNIK) 309        receives (MISIENCJUSZ) 83
(MISIENCJUSZ) 83       receives (SKOTI) 1341
(SKOTI) 1341           receives (STILICHON) 426
(STILICHON) 426        receives (KRISSOS) 342
(KRISSOS) 342          receives (PATT23R) 455
(PATT23R) 455          receives (_SLY_) 244
(_SLY_) 244            receives (JAKUBWAKIEC) 1059
(JAKUBWAKIEC) 1059     receives (UNKNOWN0) 1139
(UNKNOWN0) 1139        receives (CYMBRO) 1037
(CYMBRO) 1037          receives (PIVNITZ) 386
(PIVNITZ) 386          receives (MIZIO) 168
(MIZIO) 168            receives (FRAMZ_PL) 805
(FRAMZ_PL) 805         receives (BARTP) 736
(BARTP) 736            receives (WUJEK2114) 1603
(WUJEK2114) 1603       receives (KERUKR) 1391
(KERUKR) 1391          receives (SZCZEPAN89) 136
(SZCZEPAN89) 136       receives (KRISSOS) 338
(KRISSOS) 338          receives (STILICHON) 430
(STILICHON) 430        receives (WINSTER) 771
(WINSTER) 771          receives (LASSE LINDSTROM) 1436
(LASSE LINDSTROM) 1436 receives (STILICHON) 425
(STILICHON) 425        receives (PUASHEY90) 1420
(PUASHEY90) 1420       receives (PANCOR) 1147
(PANCOR) 1147          receives (LISEK2000) 1188
(LISEK2000) 1188       receives (PATT23R) 457
(PATT23R) 457          receives (ZBAJSZEK) 1165
(ZBAJSZEK) 1165        receives (RALFMARK) 493
(RALFMARK) 493         receives (PIOTRSZYJKA) 756
(PIOTRSZYJKA) 756      receives (PROPI) 1490
(PROPI) 1490           receives (JACEKBARBER) 1441
(JACEKBARBER) 1441     receives (PANDORZECZA) 613
(PANDORZECZA) 613      receives (SZCZEPAN89) 120
(SZCZEPAN89) 120       receives (PIVNITZ) 382
(PIVNITZ) 382          receives (DOMBAS) 1143
(DOMBAS) 1143          receives (ZAKSON) 591
(ZAKSON) 591           receives (COOL_MAX) 1379
(COOL_MAX) 1379        receives (GRZECHOO104) 1459
(GRZECHOO104) 1459     receives (KONTRABAS) 1506
(KONTRABAS) 1506       receives (OMAM1234) 1015
(OMAM1234) 1015        receives (UNKNOWN0) 236
(UNKNOWN0) 236         receives (CYMBRO) 1039
(CYMBRO) 1039          receives (PIOTRBORLIK) 178
(PIOTRBORLIK) 178      receives (WACHOM81) 501
(WACHOM81) 501         receives (BOBULE) 284
(BOBULE) 284           receives (SIPIO) 1619
(SIPIO) 1619           receives (KIDI) 667
(KIDI) 667             receives (ATRAPANTHERA) 245
(ATRAPANTHERA) 245     receives (KIDI) 646
(KIDI) 646             receives (MIDNIGHTJACK) 1591
(MIDNIGHTJACK) 1591    receives (RAGI74) 974
(RAGI74) 974           receives (VENOSTHE) 1176
(VENOSTHE) 1176        receives (VOYDEN) 1572
(VOYDEN) 1572          receives (PATT23R) 468
(PATT23R) 468          receives (PANTERA_SNIEZNA) 1610
(PANTERA_SNIEZNA) 1610 receives (ARCRAYD) 534
(ARCRAYD) 534          receives (GABI17) 1190
(GABI17) 1190          receives (ELBRUUS) 883
(ELBRUUS) 883          receives (RAFMIX) 933
(RAFMIX) 933           receives (BZDZIONG) 491
(BZDZIONG) 491         receives (TAJKOON) 156
(TAJKOON) 156          receives (KIVU) 439
(KIVU) 439             receives (FRAMZ_PL) 675
(FRAMZ_PL) 675         receives (KARTMAN7) 811
(KARTMAN7) 811         receives (PANDORZECZA) 510
(PANDORZECZA) 510      receives (CORRAN) 202
(CORRAN) 202           receives (MIKOLAJL) 1267
(MIKOLAJL) 1267        receives (ZBAJSZEK) 1164
(ZBAJSZEK) 1164        receives (CIUNIEK) 183
(CIUNIEK) 183          receives (CORRAN) 194
(CORRAN) 194           receives (PATRYKGALKA) 55
(PATRYKGALKA) 55       receives (LUKASZ90) 1639
(LUKASZ90) 1639        receives (_SLY_) 243

(_SLY_) 247            receives (SOPART PL) 141
(SOPART PL) 141        receives (SZUKASZ) 107
(SZUKASZ) 107          receives (DONATELLO23) 1630
(DONATELLO23) 1630     receives (SIMON_99) 1330
(SIMON_99) 1330        receives (YOSEK) 816
(YOSEK) 816            receives (MALBADRAI) 1148
(MALBADRAI) 1148       receives (PIECHU) 600
(PIECHU) 600           receives (SIMON_99) 1317
(SIMON_99) 1317        receives (HRACHUBI) 1069
(HRACHUBI) 1069        receives (NIETUTEJSZA) 443
(NIETUTEJSZA) 443      receives (KRISSOS) 339
(KRISSOS) 339          receives (AFC0) 179
(AFC0) 179             receives (RALFMARK) 495
(RALFMARK) 495         receives (PEPER777) 1212
(PEPER777) 1212        receives (BARTJ) 302
(BARTJ) 302            receives (GRZECHOO104) 1460
(GRZECHOO104) 1460     receives (EMGIEER) 571
(EMGIEER) 571          receives (ANIASIEK) 1557
(ANIASIEK) 1557        receives (JENNY70) 689
(JENNY70) 689          receives (SARDO93) 625
(SARDO93) 625          receives (WARENHARI) 511
(WARENHARI) 511        receives (PANTERA_SNIEZNA) 1616
(PANTERA_SNIEZNA) 1616 receives (KIDI) 656
(KIDI) 656             receives (FREYA2226) 1574
(FREYA2226) 1574       receives (UKI24) 621
(UKI24) 621            receives (JAREKW) 1419
(JAREKW) 1419          receives (WINSTER) 346
(WINSTER) 346          receives (PLOMYK_) 129
(PLOMYK_) 129          receives (CASONPL) 617
(CASONPL) 617          receives (SIMON_99) 1322
(SIMON_99) 1322        receives (NIDHOG) 1396
(NIDHOG) 1396          receives (NUMERNABIS) 1446
(NUMERNABIS) 1446      receives (EFF4) 748
(EFF4) 748             receives (ANIAW89) 594
(ANIAW89) 594          receives (SZCZEPAN89) 615
(SZCZEPAN89) 615       receives (PEPER777) 1210
(PEPER777) 1210        receives (FREYA2226) 1576
(FREYA2226) 1576       receives (KIDI) 652
(KIDI) 652             receives (PATT23R) 456
(PATT23R) 456          receives (UNKNOWN0) 239
(UNKNOWN0) 239         receives (WINSTER) 351
(WINSTER) 351          receives (STASZEK) 1289
(STASZEK) 1289         receives (SIPIO) 1612
(SIPIO) 1612           receives (PANCOR) 825
(PANCOR) 825           receives (FREYA2226) 1582
(FREYA2226) 1582       receives (WOOL_F) 1566
(WOOL_F) 1566          receives (CHAABER) 1511
(CHAABER) 1511         receives (BRILLOWSKI) 1253
(BRILLOWSKI) 1253      receives (COOL_MAX) 133
(COOL_MAX) 133         receives (TAJKOON) 552
(TAJKOON) 552          receives (BRILLOWSKI) 1255
(BRILLOWSKI) 1255      receives (STACHU772) 1124
(STACHU772) 1124       receives (KATERINAILS) 1236
(KATERINAILS) 1236     receives (BREGORZ) 432
(BREGORZ) 432          receives (BAGESE) 954
(BAGESE) 954           receives (KEROVAN14) 1024
(KEROVAN14) 1024       receives (MORMAKILL) 669
(MORMAKILL) 669        receives (STASZEK) 1300
(STASZEK) 1300         receives (AKKAC) 751
(AKKAC) 751            receives (KARTMAN7) 82
(KARTMAN7) 82          receives (MSZMM) 903
(MSZMM) 903            receives (AGNIESZKA85) 212
(AGNIESZKA85) 212      receives (NIETUTEJSZA) 445
