TradeMaximizer Version 1.4a
Options: ALLOW-DUMMIES LINEAR-PRIORITIES REQUIRE-COLONS REQUIRE-USERNAMES SHOW-MISSING SMALL-STEP=0 BIG-STEP=1

Input Checksum: 58d3d8bcb96061de885e84a4c95cf232
ERRORS:
**** Item %AGE_OF_DISCOVERY for user (GINET1) is repeated in want list for 106.
**** Item %AGE_OF_DISCOVERY for user (GINET1) is repeated in want list for 108.
**** Item %AGE_OF_DISCOVERY for user (GINET1) is repeated in want list for 112.
**** Item %AGE_OF_DISCOVERY for user (GINET1) is repeated in want list for 126.
**** Item %AGE_OF_DISCOVERY for user (GINET1) is repeated in want list for 127.
**** Item %AGE_OF_DISCOVERY for user (GINET1) is repeated in want list for 128.
**** Item %AGE_OF_DISCOVERY for user (GINET1) is repeated in want list for 129.
**** Item %AGE_OF_DISCOVERY for user (GINET1) is repeated in want list for 130.
**** Item %AGE_OF_DISCOVERY for user (GINET1) is repeated in want list for 131.
**** Item %AGE_OF_DISCOVERY for user (GINET1) is repeated in want list for 133.
**** Item %CYBERPUNK_2077_GANGS_OF_NIGHT_CITY for user (VAGABOOOND) is repeated in want list for 471.
**** Item %MAUI for user (SIPIO) is repeated in want list for 1050.
**** Item %READY for user (SIPIO) is repeated in want list for 1050.
**** Item %ROLL_CAMERA for user (PATRYKGALKA) is repeated in want list for 41.
**** Item %ROLL_CAMERA for user (PATRYKGALKA) is repeated in want list for 43.
**** Item %ROLL_CAMERA for user (PATRYKGALKA) is repeated in want list for 44.
**** Item %ROLL_CAMERA for user (PATRYKGALKA) is repeated in want list for 45.
**** Item %ROLL_CAMERA for user (PATRYKGALKA) is repeated in want list for 931.
**** Item %SANTIAGO for user (SIPIO) is repeated in want list for 1050.
**** Item %UNDERWATER_CITIES for user (PATRYKGALKA) is repeated in want list for 41.
**** Item %UNDERWATER_CITIES for user (PATRYKGALKA) is repeated in want list for 43.
**** Item %UNDERWATER_CITIES for user (PATRYKGALKA) is repeated in want list for 44.
**** Item %UNDERWATER_CITIES for user (PATRYKGALKA) is repeated in want list for 45.
**** Item %UNDERWATER_CITIES for user (PATRYKGALKA) is repeated in want list for 931.
**** Item 1500 is repeated in want list for 1410.
**** Item 1500 is repeated in want list for 1413.
**** Item 25 is repeated in want list for 387.
**** Item 25 is repeated in want list for 388.
**** Item 25 is repeated in want list for 389.
**** Item 291 is repeated in want list for 692.
**** Item 291 is repeated in want list for 698.
**** Item 291 is repeated in want list for 699.
**** Item 291 is repeated in want list for 700.
**** Item 291 is repeated in want list for 701.
**** Item 291 is repeated in want list for 702.
**** Item 414 is repeated in want list for 517.
**** Item 414 is repeated in want list for 518.
**** Item 414 is repeated in want list for 519.
**** Item 414 is repeated in want list for 520.
**** Item 469 is repeated in want list for %GWT for user (GRIMCLASH).
**** Item 665 is repeated in want list for 512.
**** Item 665 is repeated in want list for 513.
**** Item 665 is repeated in want list for 514.
**** Item 665 is repeated in want list for 515.
**** Item 665 is repeated in want list for 516.
**** Item 665 is repeated in want list for 517.
**** Item 665 is repeated in want list for 518.
**** Item 665 is repeated in want list for 519.
**** Item 665 is repeated in want list for 520.
**** Item 665 is repeated in want list for 522.
**** Item 746 is repeated in want list for 1258.
**** Unknown item %ANUNNAKI_DAWN_OF_THE_GODS_KICKSTARTER_EDITION_ANUNNAKI_TRADE_WITH_ATLANTIS for user (LEINADUS) (4 occurrences)
**** Unknown item %BEYOND_THE_SUN_BEYOND_THE_SUN_LEADERS_OF_THE_NEW_DAWN for user (LUKASHI) (6 occurrences)
**** Unknown item %CALL_TO_ADVENTURE_EPIC_ORIGINS for user (LUKASHI) (4 occurrences)
**** Unknown item %CAMEL_UP_OFF_SEASON_CUBITOS for user (ZBAJSZEK) (4 occurrences)
**** Unknown item %CYBERPUNK_2077_GANGS_OF_NIGHT_CITY_AND_OUTCASTS for user (LEINADUS) (1 occurrence)
**** Unknown item %CYBERPUNK_2077_GANGS_OF_NIGHT_CITY_CYBERPUNK_2077_GANGS_OF_NIGHT_CITY_FAMILIES_AND_OUTCASTS for user (LEINADUS) (9 occurrences)
**** Unknown item %DARWIN_S_JOURNEY_DARWIN_S_JOURNEY_FIRELAND_EXPANSION for user (LUKASHI) (5 occurrences)
**** Unknown item %DUNGEON_LORDS_DUNGEON_LORDS_FESTIVAL_SEASON for user (LUKASHI) (4 occurrences)
**** Unknown item %FROSTPUNK_FROSTPUNK_THE_BOARD_GAME_FROSTLANDER for user (ZBAJSZEK) (8 occurrences)
**** Unknown item %FROSTPUNK_THE_BOARD_GAME_FROSTPUNK_THE_BOARD_GAME_FROSTLANDER for user (PANCOR) (65 occurrences)
**** Unknown item %GLEN_MORE_II_CHRONICLES_GLEN_MORE_II_CHRONICLES_HIGHLAND_GAMES for user (PANCOR) (65 occurrences)
**** Unknown item %LOST_RUINS_OF_ARNAK_LOST_RUINS_OF_ARNAK_EXPEDITION_LEADERS_LOST_RUINS_OF_ARNAK_SAXOPHONE_PROMO_CARD_LOST_RUINS_OF_ARNAK_ALICORN_PROMO_CARD_LOST_RUINS_OF_ARNAK_SOOTHSAYER_S_RUNES_PROMO_CARD for user (LUKASHI) (5 occurrences)
**** Unknown item %MARVEL_UNITED_MARVEL_UNITED_ENTER_THE_SPIDER_VERSE for user (LUKASHI) (4 occurrences)
**** Unknown item %MARVEL_UNITED_X_MEN for user (LUKASHI) (4 occurrences)
**** Unknown item %MERCHANTS_COVE_MERCHANTS_COVE_THE_INNKEEPER for user (LUKASHI) (4 occurrences)
**** Unknown item %MYTHWIND_MYTHWIND_WINDS_OF_MAGIC_MYTHWIND_EXPANDED_HORIZONS for user (LUKASHI) (7 occurrences)
**** Unknown item %PAGAN_FATE_OF_ROANOKE_PAGAN_BEYOND_THE_PALISADES_PAGAN_MIND_GAMES_PAGAN_CARDS_OF_THE_ANCESTORS for user (LUKASHI) (5 occurrences)
**** Unknown item %RES_ARCANA_RES_ARCANA_LUX_ET_TENEBRAE for user (LUKASHI) (4 occurrences)
**** Unknown item %SLEEPING_GODS_DISTANT_SKIES for user (LUKASHI) (5 occurrences)
**** Unknown item %TERRAFORMING_MARS_ARES_EXPEDITION_TERRAFORMING_MARS_ARES_EXPEDITION_CRISIS_TERRAFORMING_MARS_ARES_EXPEDITION_DISCOVERY_TERRAFORMING_MARS_ARES_EXPEDITION_FOUNDATIONS_TERRAFORMING_MARS_ARES_EXPEDITION_PROMO_CARDS_TERRAFORMING_MARS_ARES_EXPEDITION_PROMO_CARDS_2 for user (LUKASHI) (4 occurrences)
**** Unknown item %TERRAFORMING_MARS_ARES_EXPEDITION_TERRAFORMING_MARS_ARES_EXPEDITION_DISCOVERY for user (LUKASHI) (4 occurrences)
**** Unknown item %WEATHER_MACHINE_WEATHER_MACHINE_METAL_NOBEL_PRIZE_WEATHER_MACHINE_UPGRADE_PACK_WEATHER_MACHINE_METAL_MACHINE_PARTS for user (LEINADUS) (11 occurrences)
**** Unknown item %WEATHER_MACHINE_WEATHER_MACHINE_UPGRADE_PACK for user (LEINADUS) (11 occurrences)
**** Unknown item 1559 (1 occurrence)
**** Unknown item 1565 (1 occurrence)
**** Unknown item 1569 (1 occurrence)
**** Unknown item 1570 (14 occurrences)
**** Unknown item 1655 (2 occurrences)
**** Unknown item 1657 (2 occurrences)
**** Unknown item 1659 (13 occurrences)
**** Unknown item 1660 (13 occurrences)
**** Unknown item 1664 (2 occurrences)
**** Unknown item 1666 (15 occurrences)
**** Unknown item 1870 (24 occurrences)
**** Unknown item 1876 (35 occurrences)
**** Unknown item 1879 (5 occurrences)
**** Unknown item 1881 (27 occurrences)
**** Unknown item 2005 (1 occurrence)
**** Unknown item 2006 (13 occurrences)
**** Unknown item 2007 (5 occurrences)
**** Unknown item 2008 (1 occurrence)
**** Unknown item 2009 (1 occurrence)
**** Unknown item 2010 (2 occurrences)
**** Unknown item 2011 (1 occurrence)
**** Unknown item 2012 (7 occurrences)
**** Unknown item 2048 (2 occurrences)
**** Unknown item 2049 (2 occurrences)
**** Unknown item 2050 (25 occurrences)
**** Unknown item 2051 (6 occurrences)
**** Unknown item 2053 (2 occurrences)
**** Unknown item 403 (1 occurrence)
**** Unknown item 404 (1 occurrence)
**** Unknown item 405 (18 occurrences)
**** Unknown item 406 (14 occurrences)
**** Unknown item 407 (4 occurrences)
**** Unknown item 408 (3 occurrences)
**** Unknown item 409 (1 occurrence)
**** Unknown item 410 (30 occurrences)
**** Unknown item 411 (3 occurrences)
**** Unknown item 412 (5 occurrences)
**** Unknown item 413 (8 occurrences)
**** Unknown item 523 (2 occurrences)
**** Unknown item 524 (7 occurrences)
**** Unknown item 525 (6 occurrences)

TRADE LOOPS (414 total trades):

(_SLY_) 946            receives (IRONHAWK) 453
(MAKKO94) 1401         receives (GRYZLI83) 574
(GRYZLI83) 574         receives (RAFAL513) 747
(RAFAL513) 747         receives (ARRACAN) 1193
(ARRACAN) 1193         receives (GRIMCLASH) 433
(GRIMCLASH) 433        receives (ARASHII) 691
(ARASHII) 691          receives (MISZCZU666) 1397
(MISZCZU666) 1397      receives (RAISTLINJEDYNY) 1381
(RAISTLINJEDYNY) 1381  receives (JNOWACZY) 664
(JNOWACZY) 664         receives (DARKERSIDE) 585
(DARKERSIDE) 585       receives (WOTHAN) 1008
(WOTHAN) 1008          receives (PUSHEENEIRO) 1998
(PUSHEENEIRO) 1998     receives (ADALBERT) 1409
(ADALBERT) 1409        receives (KERUKR) 1536
(KERUKR) 1536          receives (ARAS_SWAJ) 2088
(ARAS_SWAJ) 2088       receives (NEDENO) 1367
(NEDENO) 1367          receives (POLO15) 1498
(POLO15) 1498          receives (RAFMIX) 622
(RAFMIX) 622           receives (BADO666) 581
(BADO666) 581          receives (LADZIK) 1703
(LADZIK) 1703          receives (IRONHAWK) 454
(IRONHAWK) 454         receives (BRASAS) 934
(BRASAS) 934           receives (SYDONIAA) 939
(SYDONIAA) 939         receives (SWIROFF) 1435
(SWIROFF) 1435         receives (PAWLIK) 991
(PAWLIK) 991           receives (PANCOR) 1027
(PANCOR) 1027          receives (HARDKOR) 141
(HARDKOR) 141          receives (JACEKBARBER) 1566
(JACEKBARBER) 1566     receives (LADZIK) 1702
(LADZIK) 1702          receives (PATRYKGALKA) 54
(PATRYKGALKA) 54       receives (ZBAJSZEK) 1790
(ZBAJSZEK) 1790        receives (MS103) 235
(MS103) 235            receives (BAAKA) 226
(BAAKA) 226            receives (PIOTRSZYJKA) 681
(PIOTRSZYJKA) 681      receives (VELSU) 1242
(VELSU) 1242           receives (BRZYDALNAKIEL) 1420
(BRZYDALNAKIEL) 1420   receives (FREYA2226) 846
(FREYA2226) 846        receives (BARTP) 864
(BARTP) 864            receives (MISIENCJUSZ) 256
(MISIENCJUSZ) 256      receives (TAJKOON) 740
(TAJKOON) 740          receives (ZIELAKK) 2100
(ZIELAKK) 2100         receives (MIZIO) 1111
(MIZIO) 1111           receives (SYDONIAA) 995
(SYDONIAA) 995         receives (CIUPAKABRA997) 195
(CIUPAKABRA997) 195    receives (DONATELLO23) 1388
(DONATELLO23) 1388     receives (CHARLIEVEGAN) 1297
(CHARLIEVEGAN) 1297    receives (FREYA2226) 849
(FREYA2226) 849        receives (GRZEG0RZ) 777
(GRZEG0RZ) 777         receives (WOJCIECHS) 1915
(WOJCIECHS) 1915       receives (ALUCARD8282) 718
(ALUCARD8282) 718      receives (PAWELLOS) 758
(PAWELLOS) 758         receives (ADMI99) 166
(ADMI99) 166           receives (ZIELAKK) 2096
(ZIELAKK) 2096         receives (ZBAJSZEK) 1805
(ZBAJSZEK) 1805        receives (EMGIEER) 797
(EMGIEER) 797          receives (PUSHEENEIRO) 2003
(PUSHEENEIRO) 2003     receives (ALENDRA) 1383
(ALENDRA) 1383         receives (LOMAX1983) 219
(LOMAX1983) 219        receives (RYSKAL) 522
(RYSKAL) 522           receives (VENOSTHE) 42
(VENOSTHE) 42          receives (LISEK2000) 1444
(LISEK2000) 1444       receives (GARG) 1165
(GARG) 1165            receives (JAGGA68) 811
(JAGGA68) 811          receives (SPRYSIALDO) 423
(SPRYSIALDO) 423       receives (TOPBGG) 912
(TOPBGG) 912           receives (CORRAN) 749
(CORRAN) 749           receives (KEROVAN14) 1585
(KEROVAN14) 1585       receives (WOJCIECHS) 1901
(WOJCIECHS) 1901       receives (BADO666) 580
(BADO666) 580          receives (MAKKO94) 1400
(MAKKO94) 1400         receives (CHRAPASZCZ) 1082
(CHRAPASZCZ) 1082      receives (RIPPEREK) 1617
(RIPPEREK) 1617        receives (ARRACAN) 1192
(ARRACAN) 1192         receives (GREKOL) 531
(GREKOL) 531           receives (DAWTA) 1312
(DAWTA) 1312           receives (PANCOR) 1836
(PANCOR) 1836          receives (SIPIO) 1631
(SIPIO) 1631           receives (RALFMARK) 1333
(RALFMARK) 1333        receives (BZDZIONG) 1157
(BZDZIONG) 1157        receives (ASPENNR) 1349
(ASPENNR) 1349         receives (WOTHAN) 1009
(WOTHAN) 1009          receives (KONRADSTPN) 368
(KONRADSTPN) 368       receives (GINET1) 106
(GINET1) 106           receives (MZEPTER) 496
(MZEPTER) 496          receives (RALFMARK) 1356
(RALFMARK) 1356        receives (STASZEK) 1940
(STASZEK) 1940         receives (DETRYTUS) 764
(DETRYTUS) 764         receives (JNOWACZY) 667
(JNOWACZY) 667         receives (WOOL_F) 398
(WOOL_F) 398           receives (MAKKO94) 1402
(MAKKO94) 1402         receives (ZIELAKK) 2103
(ZIELAKK) 2103         receives (MARKOO) 819
(MARKOO) 819           receives (CORQAN) 589
(CORQAN) 589           receives (LISEK2000) 1453
(LISEK2000) 1453       receives (GARG) 1109
(GARG) 1109            receives (PANCOR) 1695
(PANCOR) 1695          receives (CZAJAX) 1551
(CZAJAX) 1551          receives (ASTAL369) 1505
(ASTAL369) 1505        receives (CAFFREYRLS) 179
(CAFFREYRLS) 179       receives (WILCZELYKO) 436
(WILCZELYKO) 436       receives (RALFMARK) 1347
(RALFMARK) 1347        receives (JAKUBWAKIEC) 242
(JAKUBWAKIEC) 242      receives (RALFMARK) 1357
(RALFMARK) 1357        receives (ASTRIELL88) 786
(ASTRIELL88) 786       receives (TRINGA) 304
(TRINGA) 304           receives (JAGGA68) 810
(JAGGA68) 810          receives (PUSHEENEIRO) 1980
(PUSHEENEIRO) 1980     receives (RYSKAL) 507
(RYSKAL) 507           receives (LAMAPATT) 1515
(LAMAPATT) 1515        receives (RALFMARK) 1332
(RALFMARK) 1332        receives (KATSEK) 1594
(KATSEK) 1594          receives (JNOWACZY) 665
(JNOWACZY) 665         receives (RODAN77) 540
(RODAN77) 540          receives (PAWLIK) 988
(PAWLIK) 988           receives (WINSTER) 266
(WINSTER) 266          receives (ZIEZIOR) 183
(ZIEZIOR) 183          receives (TRINGA) 332
(TRINGA) 332           receives (KLANCYG) 726
(KLANCYG) 726          receives (TRINGA) 336
(TRINGA) 336           receives (MAKKO94) 1404
(MAKKO94) 1404         receives (LUKASZ90) 1080
(LUKASZ90) 1080        receives (MARKOO) 824
(MARKOO) 824           receives (MIZIO) 1116
(MIZIO) 1116           receives (LYNX32) 603
(LYNX32) 603           receives (RAPHAELL7) 943
(RAPHAELL7) 943        receives (TYMOTEUSZ7) 1006
(TYMOTEUSZ7) 1006      receives (PHILM78) 1396
(PHILM78) 1396         receives (ARASHII) 695
(ARASHII) 695          receives (BARTXX86) 480
(BARTXX86) 480         receives (GINET1) 127
(GINET1) 127           receives (ADMI99) 805
(ADMI99) 805           receives (ARRACAN) 1207
(ARRACAN) 1207         receives (PATRYKGALKA) 79
(PATRYKGALKA) 79       receives (APRIEL) 1526
(APRIEL) 1526          receives (GRYZLI83) 564
(GRYZLI83) 564         receives (PIVNITZ) 1611
(PIVNITZ) 1611         receives (JAJKOS) 318
(JAJKOS) 318           receives (ZAWATERNIOK) 1115
(ZAWATERNIOK) 1115     receives (LOMAX1983) 218
(LOMAX1983) 218        receives (LISEK2000) 1464
(LISEK2000) 1464       receives (BARTP) 2026
(BARTP) 2026           receives (PUSHEENEIRO) 1992
(PUSHEENEIRO) 1992     receives (POLO15) 965
(POLO15) 965           receives (GRYZLI83) 563
(GRYZLI83) 563         receives (GINET1) 131
(GINET1) 131           receives (ZIELAKK) 2113
(ZIELAKK) 2113         receives (MATTBAT11) 701
(MATTBAT11) 701        receives (_SLY_) 946

(ADALBERT) 653         receives (PLANSZOWIEC) 2045
(PLANSZOWIEC) 2045     receives (SATINO4) 251
(SATINO4) 251          receives (RAFMIX) 802
(RAFMIX) 802           receives (STILICHON) 291
(STILICHON) 291        receives (CIUPAKABRA997) 207
(CIUPAKABRA997) 207    receives (KRJ_KING) 1567
(KRJ_KING) 1567        receives (RALFMARK) 1335
(RALFMARK) 1335        receives (JAKUBWAKIEC) 246
(JAKUBWAKIEC) 246      receives (FREYA2226) 837
(FREYA2226) 837        receives (SWIROFF) 1507
(SWIROFF) 1507         receives (GARG) 1168
(GARG) 1168            receives (RENEG8D) 894
(RENEG8D) 894          receives (PIOTRSZYJKA) 744
(PIOTRSZYJKA) 744      receives (KARTMAN7) 212
(KARTMAN7) 212         receives (KATSEK) 1856
(KATSEK) 1856          receives (DRKLINGMANN) 1090
(DRKLINGMANN) 1090     receives (CZWARTY) 1327
(CZWARTY) 1327         receives (DRKLINGMANN) 1094
(DRKLINGMANN) 1094     receives (RYSKAL) 510
(RYSKAL) 510           receives (LISEK2000) 1459
(LISEK2000) 1459       receives (FLIEGEN) 885
(FLIEGEN) 885          receives (SWIROFF) 1438
(SWIROFF) 1438         receives (RENEG8D) 890
(RENEG8D) 890          receives (SWIROFF) 1436
(SWIROFF) 1436         receives (MAJZOWNIK) 643
(MAJZOWNIK) 643        receives (TRINGA) 335
(TRINGA) 335           receives (ADALBERT) 653

(ADALBERT) 1413        receives (TOPBGG) 910
(TOPBGG) 910           receives (WAGNER123) 465
(WAGNER123) 465        receives (VELSU) 1190
(VELSU) 1190           receives (RYSKAL) 520
(RYSKAL) 520           receives (JAKUBWAKIEC) 239
(JAKUBWAKIEC) 239      receives (ARRACAN) 1199
(ARRACAN) 1199         receives (JOANNAALICJA) 684
(JOANNAALICJA) 684     receives (CORTUMPL) 1639
(CORTUMPL) 1639        receives (RENEG8D) 592
(RENEG8D) 592          receives (TRINGA) 325
(TRINGA) 325           receives (ADMI99) 806
(ADMI99) 806           receives (FREYA2226) 850
(FREYA2226) 850        receives (SZUKASZ) 205
(SZUKASZ) 205          receives (ARASHII) 694
(ARASHII) 694          receives (BARTXX86) 479
(BARTXX86) 479         receives (GINET1) 130
(GINET1) 130           receives (JIMTERR) 1524
(JIMTERR) 1524         receives (ALENDRA) 1386
(ALENDRA) 1386         receives (GRYZLI83) 572
(GRYZLI83) 572         receives (KATEBASKET) 918
(KATEBASKET) 918       receives (SIPIO) 1050
(SIPIO) 1050           receives (MAZUR84) 1784
(MAZUR84) 1784         receives (RALFMARK) 1348
(RALFMARK) 1348        receives (GRYZLI83) 575
(GRYZLI83) 575         receives (MARKOO) 821
(MARKOO) 821           receives (ADALBERT) 1413

(ASCHERONIS) 253       receives (PIOTR1) 250
(PIOTR1) 250           receives (LAMAPATT) 1527
(LAMAPATT) 1527        receives (VELSU) 1187
(VELSU) 1187           receives (NIDHOG) 1236
(NIDHOG) 1236          receives (DRKLINGMANN) 1095
(DRKLINGMANN) 1095     receives (BEAKK) 760
(BEAKK) 760            receives (GODUNOW) 1635
(GODUNOW) 1635         receives (KEROVAN14) 1072
(KEROVAN14) 1072       receives (QRZY88) 1547
(QRZY88) 1547          receives (RALFMARK) 1344
(RALFMARK) 1344        receives (BOURBON21197) 283
(BOURBON21197) 283     receives (TYMOTEUSZ7) 1001
(TYMOTEUSZ7) 1001      receives (KMET) 1917
(KMET) 1917            receives (PUSHEENEIRO) 2000
(PUSHEENEIRO) 2000     receives (POLO15) 985
(POLO15) 985           receives (FREYA2226) 1293
(FREYA2226) 1293       receives (KOPEC) 978
(KOPEC) 978            receives (MAJZOWNIK) 636
(MAJZOWNIK) 636        receives (FREYA2226) 852
(FREYA2226) 852        receives (LISEK2000) 1449
(LISEK2000) 1449       receives (ASCHERONIS) 253

(ASTRIELL88) 789       receives (GAMBIT_GGK) 1626
(GAMBIT_GGK) 1626      receives (BIGBADSHEEP) 155
(BIGBADSHEEP) 155      receives (CAFFREYRLS) 178
(CAFFREYRLS) 178       receives (LUKASHI) 455
(LUKASHI) 455          receives (WINSTER) 271
(WINSTER) 271          receives (RALFMARK) 1330
(RALFMARK) 1330        receives (TUMINURE) 1873
(TUMINURE) 1873        receives (PIOTRSZYJKA) 683
(PIOTRSZYJKA) 683      receives (ASTRIELL88) 789

(BIGBADSHEEP) 160      receives (LIMPINGMAN) 344
(LIMPINGMAN) 344       receives (VENOSTHE) 40
(VENOSTHE) 40          receives (KOPEC) 959
(KOPEC) 959            receives (CAFFREYRLS) 193
(CAFFREYRLS) 193       receives (MAJKOS) 259
(MAJKOS) 259           receives (PANCOR) 1850
(PANCOR) 1850          receives (BIGBADSHEEP) 160

(BORYSX) 265           receives (YOORECK) 615
(YOORECK) 615          receives (BORYSX) 265

(CAFFREYRLS) 186       receives (MAMCZAR63) 473
(MAMCZAR63) 473        receives (MISZCZU666) 1511
(MISZCZU666) 1511      receives (MAJZOWNIK) 644
(MAJZOWNIK) 644        receives (RYSKAL) 1380
(RYSKAL) 1380          receives (TEDOKA) 616
(TEDOKA) 616           receives (CAFFREYRLS) 186

(PIVNITZ) 135          receives (SWIROFF) 1428
(SWIROFF) 1428         receives (PIVNITZ) 135

ITEM SUMMARY (414 total trades):

(AAXXEE) 228           receives (VELSU) 1191           and sends to (TH13TEEN) 167
(ADALBERT) 1409        receives (KERUKR) 1536          and sends to (PUSHEENEIRO) 1998
(ADALBERT) 1410                    does not trade
(ADALBERT) 1413        receives (TOPBGG) 910           and sends to (MARKOO) 821
(ADALBERT) 653         receives (PLANSZOWIEC) 2045     and sends to (TRINGA) 335
(ADALBERT) 659                     does not trade
(ADALBERT) 660                     does not trade
(ADLER24) 414                      does not trade
(ADLER24) 415                      does not trade
(ADLER24) 416                      does not trade
(ADLER24) 417                      does not trade
(ADLER24) 418                      does not trade
(ADLER24) 419                      does not trade
(ADLER24) 420                      does not trade
(ADLER24) 421                      does not trade
(ADMI99) 161                       does not trade
(ADMI99) 162                       does not trade
(ADMI99) 163                       does not trade
(ADMI99) 164                       does not trade
(ADMI99) 165                       does not trade
(ADMI99) 166           receives (ZIELAKK) 2096         and sends to (PAWELLOS) 758
(ADMI99) 803                       does not trade
(ADMI99) 804                       does not trade
(ADMI99) 805           receives (ARRACAN) 1207         and sends to (GINET1) 127
(ADMI99) 806           receives (FREYA2226) 850        and sends to (TRINGA) 325
(AKWAMARYNOWY) 82                  does not trade
(AKWAMARYNOWY) 83                  does not trade
(AKWAMARYNOWY) 84      receives (PUSHEENEIRO) 1996     and sends to (CORQAN) 591
(AKWAMARYNOWY) 85                  does not trade
(ALENDRA) 1383         receives (LOMAX1983) 219        and sends to (PUSHEENEIRO) 2003
(ALENDRA) 1384                     does not trade
(ALENDRA) 1385                     does not trade
(ALENDRA) 1386         receives (GRYZLI83) 572         and sends to (JIMTERR) 1524
(ALENDRA) 1387                     does not trade
(ALUCARD8282) 715                  does not trade
(ALUCARD8282) 716                  does not trade
(ALUCARD8282) 717                  does not trade
(ALUCARD8282) 718      receives (PAWELLOS) 758         and sends to (WOJCIECHS) 1915
(ALUCARD8282) 719                  does not trade
(ALUCARD8282) 720                  does not trade
(ALUCARD8282) 721                  does not trade
(ALUCARD8282) 724                  does not trade
(ANIASIEK) 1926                    does not trade
(ANIASIEK) 1927        receives (PATRYKGALKA) 1377     and sends to (RUSTY3000) 297
(ANIASIEK) 1928        receives (MAKKO94) 1401         and sends to (CASONPL) 262
(ANIASIEK) 1929                    does not trade
(ANIOL1979) 1508       receives (WILCZELYKO) 442       and sends to (JNOWACZY) 663
(ANITROCHE) 776                    does not trade
(ANITROCHE) 779        receives (SYDONIAA) 925         and sends to (PANCOR) 1719
(ANITROCHE) 801        receives (ZBAJSZEK) 1798        and sends to (KEROVAN14) 1597
(ANITROCHE) 896                    does not trade
(APIEJH) 1558                      does not trade
(APIEJH) 746                       does not trade
(APRIEL) 1518                      does not trade
(APRIEL) 1520                      does not trade
(APRIEL) 1522                      does not trade
(APRIEL) 1523                      does not trade
(APRIEL) 1526          receives (GRYZLI83) 564         and sends to (PATRYKGALKA) 79
(APRIEL) 1554                      does not trade
(ARASHII) 689                      does not trade
(ARASHII) 690                      does not trade
(ARASHII) 691          receives (MISZCZU666) 1397      and sends to (GRIMCLASH) 433
(ARASHII) 693                      does not trade
(ARASHII) 694          receives (BARTXX86) 479         and sends to (SZUKASZ) 205
(ARASHII) 695          receives (BARTXX86) 480         and sends to (PHILM78) 1396
(ARASHII) 696                      does not trade
(ARAS_SWAJ) 2077       receives (YOSEK) 2019           and sends to (RIPPEREK) 1519
(ARAS_SWAJ) 2079                   does not trade
(ARAS_SWAJ) 2080                   does not trade
(ARAS_SWAJ) 2082                   does not trade
(ARAS_SWAJ) 2088       receives (NEDENO) 1367          and sends to (KERUKR) 1536
(ARCANUM17) 1266                   does not trade
(ARCANUM17) 1270                   does not trade
(ARCANUM17) 1286                   does not trade
(ARCANUM17) 1288       receives (CAFFREYRLS) 177       and sends to (ZBAJSZEK) 1798
(ARCANUM17) 1290                   does not trade
(ARRACAN) 1192         receives (GREKOL) 531           and sends to (RIPPEREK) 1617
(ARRACAN) 1193         receives (GRIMCLASH) 433        and sends to (RAFAL513) 747
(ARRACAN) 1194                     does not trade
(ARRACAN) 1195                     does not trade
(ARRACAN) 1197         receives (RYSKAL) 514           and sends to (SZUKASZ) 204
(ARRACAN) 1199         receives (JOANNAALICJA) 684     and sends to (JAKUBWAKIEC) 239
(ARRACAN) 1201         receives (VENOSTHE) 64          and sends to (FREYA2226) 1295
(ARRACAN) 1205         receives (PAWLIK) 992           and sends to (JAKUBWAKIEC) 240
(ARRACAN) 1206                     does not trade
(ARRACAN) 1207         receives (PATRYKGALKA) 79       and sends to (ADMI99) 805
(ARRACAN) 1210                     does not trade
(ARRACAN) 1213                     does not trade
(ARRACAN) 1216                     does not trade
(ARRACAN) 1217                     does not trade
(ARRACAN) 1221                     does not trade
(ARRACAN) 1223                     does not trade
(ARRACAN) 1224                     does not trade
(ARRACAN) 1226                     does not trade
(ARRACAN) 1257                     does not trade
(ARRACAN) 1264                     does not trade
(ARRACAN) 1273                     does not trade
(ARRACAN) 1292                     does not trade
(ARRACAN) 1783                     does not trade
(ARRACAN) 1789         receives (LADZIK) 1706          and sends to (FANTAZYN) 673
(ARRACAN) 1794                     does not trade
(ARRACAN) 1825                     does not trade
(ARTOAST) 1765                     does not trade
(ARTOAST) 1782                     does not trade
(ARTOAST) 1852                     does not trade
(ASCHERONIS) 252                   does not trade
(ASCHERONIS) 253       receives (PIOTR1) 250           and sends to (LISEK2000) 1449
(ASCHERONIS) 254                   does not trade
(ASCHERONIS) 255                   does not trade
(ASPENNR) 1349         receives (WOTHAN) 1009          and sends to (BZDZIONG) 1157
(ASPENNR) 1352                     does not trade
(ASPENNR) 1355                     does not trade
(ASPENNR) 1499                     does not trade
(ASPENNR) 1500                     does not trade
(ASTAL369) 1502                    does not trade
(ASTAL369) 1503                    does not trade
(ASTAL369) 1504                    does not trade
(ASTAL369) 1505        receives (CAFFREYRLS) 179       and sends to (CZAJAX) 1551
(ASTRIELL88) 784                   does not trade
(ASTRIELL88) 785                   does not trade
(ASTRIELL88) 786       receives (TRINGA) 304           and sends to (RALFMARK) 1357
(ASTRIELL88) 787                   does not trade
(ASTRIELL88) 788                   does not trade
(ASTRIELL88) 789       receives (GAMBIT_GGK) 1626      and sends to (PIOTRSZYJKA) 683
