TradeMaximizer Version 1.4a
Options: ALLOW-DUMMIES LINEAR-PRIORITIES REQUIRE-COLONS REQUIRE-USERNAMES SHOW-MISSING SMALL-STEP=0 BIG-STEP=1

Input Checksum: 31bc69d5463a71851532bba6f39fad7
ERRORS:
**** Item %ALHAMBRA for user (FURAN) contains item 1179 sender from the same user ((FURAN))
**** Item %BURANO for user (BAARTOSZZ) contains item 1001 sender from the same user ((BAARTOSZZ))
**** Item %BYE_BYE_BLACK_SHEEP for user (BAARTOSZZ) contains item 1014 sender from the same user ((BAARTOSZZ))
**** Item %CITADELS for user (PALMEREX) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %CITADELS for user (PALMEREX) is repeated in want list for 515.
**** Item %CITADELS for user (PALMEREX) is repeated in want list for 516.
**** Item %CITADELS for user (PALMEREX) is repeated in want list for 517.
**** Item %CITADELS for user (PALMEREX) is repeated in want list for 518.
**** Item %CITADELS for user (PALMEREX) is repeated in want list for 520.
**** Item %CITADELS for user (PALMEREX) is repeated in want list for 522.
**** Item %CITADELS for user (WARHIR) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %CITADELS for user (WARHIR) is repeated in want list for 432.
**** Item %CITADELS for user (WARHIR) is repeated in want list for 433.
**** Item %CITADELS for user (WARHIR) is repeated in want list for 434.
**** Item %CRY_HAVOC for user (FURAN) is repeated in want list for 769.
**** Item %DEUS for user (BLEBOK) is repeated in want list for 970.
**** Item %ESCAPE_TALES__THE_AWAKENING for user (CZIKENPREDATOR) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %ESCAPE_TALES__THE_AWAKENING for user (CZIKENPREDATOR) is repeated in want list for 796.
**** Item %HERBALISM for user (BAARTOSZZ) contains item 1009 sender from the same user ((BAARTOSZZ))
**** Item %IMPERIAL_2030 for user (NARMO) is repeated in want list for 474.
**** Item %KEYFLOWER for user (KOJOTOS78) is repeated in want list for 984.
**** Item %KEYFLOWER for user (KOJOTOS78) is repeated in want list for 985.
**** Item %KEYFLOWER for user (KOJOTOS78) is repeated in want list for 987.
**** Item %KEYFLOWER for user (KOJOTOS78) is repeated in want list for 988.
**** Item %KEYFLOWER for user (KOJOTOS78) is repeated in want list for 989.
**** Item %KEYFLOWER for user (KOJOTOS78) is repeated in want list for 990.
**** Item %KEYFLOWER for user (KOJOTOS78) is repeated in want list for 991.
**** Item %KEYFLOWER for user (KOJOTOS78) is repeated in want list for 992.
**** Item %KEYFLOWER for user (KOJOTOS78) is repeated in want list for 994.
**** Item %MUNCHKIN_GLOOM for user (BAARTOSZZ) contains item 1018 sender from the same user ((BAARTOSZZ))
**** Item %MYSTERY_OF_THE_TEMPLES for user (BAARTOSZZ) contains item 1007 sender from the same user ((BAARTOSZZ))
**** Item %PACKET_ROW for user (FURAN) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %PACKET_ROW for user (FURAN) is repeated in want list for 728.
**** Item %PETRICHOR for user (BAARTOSZZ) contains item 1004 sender from the same user ((BAARTOSZZ))
**** Item %PHOTOSYNTHESIS for user (LOTHEG) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %PLANET_DEFENDERS for user (BAARTOSZZ) contains item 1005 sender from the same user ((BAARTOSZZ))
**** Item %ROUND_HOUSE for user (BAARTOSZZ) contains item 1002 sender from the same user ((BAARTOSZZ))
**** Item %RUTHLESS for user (BAARTOSZZ) contains item 1012 sender from the same user ((BAARTOSZZ))
**** Item %SHADOWS_IN_KYOTO for user (BAARTOSZZ) contains item 1008 sender from the same user ((BAARTOSZZ))
**** Item %SORCERER___STONES for user (BAARTOSZZ) contains item 1006 sender from the same user ((BAARTOSZZ))
**** Item %SÅ?OWNY_NINJA for user (BAARTOSZZ) contains item 1016 sender from the same user ((BAARTOSZZ))
**** Item %THE_FLOW_OF_HISTORY for user (BAARTOSZZ) contains item 1011 sender from the same user ((BAARTOSZZ))
**** Item %UE for user (KLOS_X) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %UE for user (KLOS_X) is repeated in want list for %P2 for user (KLOS_X).
**** Item %YETI for user (BAARTOSZZ) contains item 1010 sender from the same user ((BAARTOSZZ))
**** Item 1031 is repeated in want list for 211.
**** Item 1031 is repeated in want list for 212.
**** Item 1034 is repeated in want list for 668.
**** Item 1034 is repeated in want list for 670.
**** Item 1198 is repeated in want list for 211.
**** Item 1198 is repeated in want list for 212.
**** Item 1216 is repeated in want list for 211.
**** Item 1216 is repeated in want list for 212.
**** Item 1288 is repeated in want list for 891.
**** Item 211 is repeated in want list for 668.
**** Item 211 is repeated in want list for 670.
**** Item 232 is repeated in want list for 208.
**** Item 263 is repeated in want list for 308.
**** Item 299 is repeated in want list for 334.
**** Item 299 is repeated in want list for 335.
**** Item 299 is repeated in want list for 336.
**** Item 299 is repeated in want list for 337.
**** Item 667 is repeated in want list for 385.
**** Item 730 is repeated in want list for 428.
**** Unknown item 1135 (1 occurrence)
**** Unknown item 1136 (2 occurrences)
**** Unknown item 1137 (4 occurrences)
**** Unknown item 1138 (30 occurrences)
**** Unknown item 1139 (1 occurrence)
**** Unknown item 1145 (3 occurrences)
**** Unknown item 1256 (12 occurrences)
**** Unknown item 1257 (1 occurrence)
**** Unknown item 1261 (2 occurrences)
**** Unknown item 1263 (1 occurrence)
**** Unknown item 1265 (1 occurrence)
**** Unknown item 1266 (1 occurrence)
**** Unknown item 1268 (1 occurrence)
**** Unknown item 1269 (1 occurrence)
**** Unknown item 1271 (1 occurrence)
**** Unknown item 1272 (21 occurrences)
**** Unknown item 1273 (1 occurrence)
**** Unknown item 1282 (28 occurrences)
**** Unknown item 1285 (4 occurrences)
**** Unknown item 1286 (14 occurrences)
**** Unknown item 1287 (26 occurrences)
**** Unknown item 1290 (6 occurrences)
**** Unknown item 1291 (30 occurrences)
**** Unknown item 1294 (6 occurrences)
**** Unknown item 1295 (4 occurrences)
**** Unknown item 1311 (31 occurrences)
**** Unknown item 1312 (17 occurrences)
**** Unknown item 1313 (13 occurrences)
**** Unknown item 1314 (3 occurrences)
**** Unknown item 1315 (13 occurrences)
**** Unknown item 1376 (2 occurrences)
**** Unknown item 1377 (1 occurrence)
**** Unknown item 1378 (1 occurrence)
**** Unknown item 1379 (3 occurrences)
**** Unknown item 148 (31 occurrences)
**** Unknown item 150 (2 occurrences)
**** Unknown item 151 (3 occurrences)
**** Unknown item 153 (5 occurrences)
**** Unknown item 163 (61 occurrences)
**** Unknown item 369 (16 occurrences)
**** Unknown item 370 (14 occurrences)
**** Unknown item 375 (17 occurrences)
**** Unknown item 376 (40 occurrences)
**** Unknown item 378 (24 occurrences)
**** Unknown item 379 (2 occurrences)
**** Unknown item 380 (8 occurrences)
**** Unknown item 381 (55 occurrences)
**** Unknown item 387 (13 occurrences)
**** Unknown item 389 (2 occurrences)
**** Unknown item 390 (3 occurrences)
**** Unknown item 391 (3 occurrences)
**** Unknown item 395 (6 occurrences)
**** Unknown item 396 (2 occurrences)
**** Unknown item 449 (18 occurrences)
**** Unknown item 536 (5 occurrences)
**** Unknown item 537 (7 occurrences)
**** Unknown item 538 (3 occurrences)
**** Unknown item 568 (7 occurrences)
**** Unknown item 569 (11 occurrences)
**** Unknown item 570 (14 occurrences)
**** Unknown item 571 (17 occurrences)
**** Unknown item 572 (12 occurrences)
**** Unknown item 573 (9 occurrences)
**** Unknown item 574 (6 occurrences)
**** Unknown item 575 (3 occurrences)
**** Unknown item 576 (1 occurrence)
**** Unknown item 630 (33 occurrences)
**** Unknown item 631 (9 occurrences)
**** Unknown item 632 (16 occurrences)
**** Unknown item 633 (1 occurrence)

TRADE LOOPS (433 total trades):

(_AIS_) 960             receives (SOPART PL) 431
(FRE1ZEL) 104           receives (DEEDO72) 190
(DEEDO72) 190           receives (VORONWE) 1245
(VORONWE) 1245          receives (LUKASZ90) 920
(LUKASZ90) 920          receives (MARCIND) 1270
(MARCIND) 1270          receives (MARIOOSH) 233
(MARIOOSH) 233          receives (FENIKSPL) 456
(FENIKSPL) 456          receives (BLEBOK) 971
(BLEBOK) 971            receives (NADIS) 384
(NADIS) 384             receives (MALEKITH_86) 12
(MALEKITH_86) 12        receives (MAT_EYO) 276
(MAT_EYO) 276           receives (CRSUNIK) 471
(CRSUNIK) 471           receives (SIPIO) 609
(SIPIO) 609             receives (ASYMETRI) 909
(ASYMETRI) 909          receives (VDER) 953
(VDER) 953              receives (SANDY86) 1015
(SANDY86) 1015          receives (BARTP) 59
(BARTP) 59              receives (WIT232) 47
(WIT232) 47             receives (PIOTREKBIER) 1374
(PIOTREKBIER) 1374      receives (PIOTR1) 581
(PIOTR1) 581            receives (8JANEK8) 777
(8JANEK8) 777           receives (RAZUL) 363
(RAZUL) 363             receives (ORZEH) 196
(ORZEH) 196             receives (PIRATPLANSZOWEK) 385
(PIRATPLANSZOWEK) 385   receives (RADZISZZ) 667
(RADZISZZ) 667          receives (MINNENMIN) 1146
(MINNENMIN) 1146        receives (FINNAN) 523
(FINNAN) 523            receives (KONRADSTPN) 554
(KONRADSTPN) 554        receives (BOGUSZO) 1317
(BOGUSZO) 1317          receives (TOMZAQ) 687
(TOMZAQ) 687            receives (MYNAHPL) 1393
(MYNAHPL) 1393          receives (SPRYSIALDO) 286
(SPRYSIALDO) 286        receives (BAN4Y) 405
(BAN4Y) 405             receives (CYBEROWCA) 693
(CYBEROWCA) 693         receives (WACHOM81) 309
(WACHOM81) 309          receives (MCARON1) 492
(MCARON1) 492           receives (GEOBURAK) 374
(GEOBURAK) 374          receives (AIDRAN) 770
(AIDRAN) 770            receives (RAZUL) 110
(RAZUL) 110             receives (PUASHEY90) 1114
(PUASHEY90) 1114        receives (JOOZEK) 442
(JOOZEK) 442            receives (ROXAS1231) 1185
(ROXAS1231) 1185        receives (RAZUL) 347
(RAZUL) 347             receives (ERLONDIR) 1129
(ERLONDIR) 1129         receives (DR DOOM) 705
(DR DOOM) 705           receives (BRZYDALNAKIEL) 1168
(BRZYDALNAKIEL) 1168    receives (JONEK) 337
(JONEK) 337             receives (CYBEROWCA) 695
(CYBEROWCA) 695         receives (OMAM1234) 1051
(OMAM1234) 1051         receives (CACTUSSE) 1333
(CACTUSSE) 1333         receives (8RAMBO88) 388
(8RAMBO88) 388          receives (FURAN) 525
(FURAN) 525             receives (BORRYS) 772
(BORRYS) 772            receives (WARHIR) 433
(WARHIR) 433            receives (KERUKR) 1205
(KERUKR) 1205           receives (8RAMBO88) 403
(8RAMBO88) 403          receives (MNOWACZY) 825
(MNOWACZY) 825          receives (WAMPIK) 1131
(WAMPIK) 1131           receives (PIOTR1) 582
(PIOTR1) 582            receives (FENIKSPL) 157
(FENIKSPL) 157          receives (DEEDO72) 192
(DEEDO72) 192           receives (PALMEREX) 516
(PALMEREX) 516          receives (NILDOPL) 358
(NILDOPL) 358           receives (SHILIEN) 212
(SHILIEN) 212           receives (MAT_EYO) 280
(MAT_EYO) 280           receives (JAKOBIAN87) 1262
(JAKOBIAN87) 1262       receives (RAZUL) 139
(RAZUL) 139             receives (BARDOK) 142
(BARDOK) 142            receives (RAZUL) 350
(RAZUL) 350             receives (ANAMAN) 903
(ANAMAN) 903            receives (THELKAAR) 1152
(THELKAAR) 1152         receives (BARTP) 65
(BARTP) 65              receives (CRSUNIK) 30
(CRSUNIK) 30            receives (SYDONIAA) 98
(SYDONIAA) 98           receives (PERO PAMBARASCO) 828
(PERO PAMBARASCO) 828   receives (BRZYDALNAKIEL) 1166
(BRZYDALNAKIEL) 1166    receives (RAZUL) 364
(RAZUL) 364             receives (ERLONDIR) 1117
(ERLONDIR) 1117         receives (ZBAJSZEK) 1091
(ZBAJSZEK) 1091         receives (CRSUNIK) 263
(CRSUNIK) 263           receives (MALEKITH_86) 16
(MALEKITH_86) 16        receives (RAZUL) 342
(RAZUL) 342             receives (KASZKIET) 752
(KASZKIET) 752          receives (MIKOLAJL) 445
(MIKOLAJL) 445          receives (KONTRABAS) 735
(KONTRABAS) 735         receives (BLEBOK) 970
(BLEBOK) 970            receives (RAZUL) 362
(RAZUL) 362             receives (PUASHEY90) 1112
(PUASHEY90) 1112        receives (BARTP) 57
(BARTP) 57              receives (FENIKSPL) 160
(FENIKSPL) 160          receives (RAZUL) 128
(RAZUL) 128             receives (BLEBOK) 969
(BLEBOK) 969            receives (KASZKIET) 922
(KASZKIET) 922          receives (POKET) 1404
(POKET) 1404            receives (RAZUL) 133
(RAZUL) 133             receives (SANDY86) 998
(SANDY86) 998           receives (MAT_EYO) 279
(MAT_EYO) 279           receives (SZERYFGES) 596
(SZERYFGES) 596         receives (CACTUSSE) 1343
(CACTUSSE) 1343         receives (PALMEREX) 518
(PALMEREX) 518          receives (CYBEROWCA) 694
(CYBEROWCA) 694         receives (GINET1) 329
(GINET1) 329            receives (SOPART PL) 447
(SOPART PL) 447         receives (KASZKIET) 759
(KASZKIET) 759          receives (WAPNIAK) 684
(WAPNIAK) 684           receives (RAZUL) 349
(RAZUL) 349             receives (GOLONKO) 901
(GOLONKO) 901           receives (FIZOLOF) 187
(FIZOLOF) 187           receives (WACHOM81) 310
(WACHOM81) 310          receives (RAZUL) 355
(RAZUL) 355             receives (SANDY86) 993
(SANDY86) 993           receives (ARGUE) 436
(ARGUE) 436             receives (AMANDOR) 916
(AMANDOR) 916           receives (DZERR) 530
(DZERR) 530             receives (TUMINURE) 1413
(TUMINURE) 1413         receives (FENIKSPL) 158
(FENIKSPL) 158          receives (THYRRUN) 446
(THYRRUN) 446           receives (CRSUNIK) 32
(CRSUNIK) 32            receives (MALEKITH_86) 13
(MALEKITH_86) 13        receives (ARSAGHAR) 257
(ARSAGHAR) 257          receives (POKET) 1405
(POKET) 1405            receives (MALEKITH_86) 25
(MALEKITH_86) 25        receives (KRIONAH) 620
(KRIONAH) 620           receives (FENIKSPL) 155
(FENIKSPL) 155          receives (APIEJH) 1073
(APIEJH) 1073           receives (ADALBERT) 1250
(ADALBERT) 1250         receives (THELKAAR) 1156
(THELKAAR) 1156         receives (ERLONDIR) 1116
(ERLONDIR) 1116         receives (AIDRAN) 723
(AIDRAN) 723            receives (KMET) 635
(KMET) 635              receives (KRIONAH) 622
(KRIONAH) 622           receives (PROBBI) 1140
(PROBBI) 1140           receives (KARRIARI) 830
(KARRIARI) 830          receives (KRIONAH) 623
(KRIONAH) 623           receives (KERUKR) 1206
(KERUKR) 1206           receives (NILDOPL) 359
(NILDOPL) 359           receives (CORABB) 1030
(CORABB) 1030           receives (WACHOM81) 308
(WACHOM81) 308          receives (KLOS_X) 252
(KLOS_X) 252            receives (RAZUL) 121
(RAZUL) 121             receives (LYSYPK) 413
(LYSYPK) 413            receives (OMAM1234) 1050
(OMAM1234) 1050         receives (BARTP) 60
(BARTP) 60              receives (CIUNIEK) 145
(CIUNIEK) 145           receives (CHAABER) 749
(CHAABER) 749           receives (FIZOLOF) 947
(FIZOLOF) 947           receives (DEAQON) 164
(DEAQON) 164            receives (PIOTRAX) 566
(PIOTRAX) 566           receives (WAPNIAK) 673
(WAPNIAK) 673           receives (OSTRY) 1361
(OSTRY) 1361            receives (PIECHU) 649
(PIECHU) 649            receives (KRIONAH) 627
(KRIONAH) 627           receives (BOBULE) 303
(BOBULE) 303            receives (DEAQON) 792
(DEAQON) 792            receives (ZERO_1627) 1218
(ZERO_1627) 1218        receives (_AIS_) 960

(_AIS_) 966             receives (POKET) 1403
(POKET) 1403            receives (FINNAN) 149
(FINNAN) 149            receives (YANOO) 1279
(YANOO) 1279            receives (RAZUL) 344
(RAZUL) 344             receives (SANDY86) 999
(SANDY86) 999           receives (KASZKIET) 804
(KASZKIET) 804          receives (_AIS_) 966

(_SLY_) 316             receives (FENIKSPL) 419
(FENIKSPL) 419          receives (KONTRABAS) 734
(KONTRABAS) 734         receives (CORQAN) 858
(CORQAN) 858            receives (TOMZAQ) 686
(TOMZAQ) 686            receives (PIOTREKBIER) 1375
(PIOTREKBIER) 1375      receives (CORABB) 1026
(CORABB) 1026           receives (BALIS) 1217
(BALIS) 1217            receives (LYSYPK) 534
(LYSYPK) 534            receives (MALAWREDNARUDA) 414
(MALAWREDNARUDA) 414    receives (NEWGATE) 741
(NEWGATE) 741           receives (_SLY_) 316

(8RAMBO88) 402          receives (ELPRZYBYLLO) 767
(ELPRZYBYLLO) 767       receives (KYAL) 863
(KYAL) 863              receives (LYSYPK) 410
(LYSYPK) 410            receives (OMAM1234) 1052
(OMAM1234) 1052         receives (JACEK_PL) 904
(JACEK_PL) 904          receives (POKET) 1402
(POKET) 1402            receives (8RAMBO88) 402

(8RAMBO88) 400          receives (LOMAX1983) 513
(LOMAX1983) 513         receives (KARRIARI) 834
(KARRIARI) 834          receives (BAQ87) 17
(BAQ87) 17              receives (RAZUL) 122
(RAZUL) 122             receives (AIDRAN) 724
(AIDRAN) 724            receives (WAPNIAK) 677
(WAPNIAK) 677           receives (CORABB) 1029
(CORABB) 1029           receives (LKOPER) 1202
(LKOPER) 1202           receives (KOJOTOS78) 988
(KOJOTOS78) 988         receives (SHADOWA) 1189
(SHADOWA) 1189          receives (DEEDO72) 189
(DEEDO72) 189           receives (NEKKORU) 80
(NEKKORU) 80            receives (KONTRABAS) 1398
(KONTRABAS) 1398        receives (ERLONDIR) 1118
(ERLONDIR) 1118         receives (SIPIO) 610
(SIPIO) 610             receives (KARRIARI) 844
(KARRIARI) 844          receives (WAMPIK) 1036
(WAMPIK) 1036           receives (ERLONDIR) 1123
(ERLONDIR) 1123         receives (JNOWACZY) 267
(JNOWACZY) 267          receives (BARTG) 877
(BARTG) 877             receives (MEFIUG) 935
(MEFIUG) 935            receives (WACHOM81) 312
(WACHOM81) 312          receives (TOMZAQ) 691
(TOMZAQ) 691            receives (MALEKITH_86) 18
(MALEKITH_86) 18        receives (GINET1) 326
(GINET1) 326            receives (TOMZAQ) 690
(TOMZAQ) 690            receives (GINET1) 332
(GINET1) 332            receives (ASYMETRI) 907
(ASYMETRI) 907          receives (QBALDUS1) 100
(QBALDUS1) 100          receives (TIKTUK) 1299
(TIKTUK) 1299           receives (MARCINKA2205) 599
(MARCINKA2205) 599      receives (GOLONKO) 900
(GOLONKO) 900           receives (KYAL) 862
(KYAL) 862              receives (RAZUL) 343
(RAZUL) 343             receives (CINEK) 506
(CINEK) 506             receives (PALMEREX) 563
(PALMEREX) 563          receives (SWONICK) 1407
(SWONICK) 1407          receives (ZBAJSZEK) 1088
(ZBAJSZEK) 1088         receives (GWOLNY) 1072
(GWOLNY) 1072           receives (ANAMAN) 871
(ANAMAN) 871            receives (TUMINURE) 1103
(TUMINURE) 1103         receives (BRZYDALNAKIEL) 1178
(BRZYDALNAKIEL) 1178    receives (PIECHU) 646
(PIECHU) 646            receives (LOMAX1983) 514
(LOMAX1983) 514         receives (8RAMBO88) 401
(8RAMBO88) 401          receives (MAJKOS) 167
(MAJKOS) 167            receives (WAPNIAK) 675
(WAPNIAK) 675           receives (MALEKITH_86) 5
(MALEKITH_86) 5         receives (SANDY86) 995
(SANDY86) 995           receives (MAT_EYO) 567
(MAT_EYO) 567           receives (KERUKR) 1209
(KERUKR) 1209           receives (CHAABER) 755
(CHAABER) 755           receives (SIPIO) 612
(SIPIO) 612             receives (PIECHU) 645
(PIECHU) 645            receives (BORRYS) 1107
(BORRYS) 1107           receives (WARHIR) 434
(WARHIR) 434            receives (KLOS_X) 246
(KLOS_X) 246            receives (FORDY2) 441
(FORDY2) 441            receives (JONEK) 336
(JONEK) 336             receives (PTKW) 490
(PTKW) 490              receives (8RAMBO88) 400

(ALVARIN) 725           receives (RAZUL) 338
(RAZUL) 338             receives (LOMAX1983) 584
(LOMAX1983) 584         receives (BORRYS) 773
(BORRYS) 773            receives (ARMIGER) 451
(ARMIGER) 451           receives (KASZKIET) 760
(KASZKIET) 760          receives (KASHYA) 657
(KASHYA) 657            receives (BARTP) 70
(BARTP) 70              receives (QRZY88) 629
(QRZY88) 629            receives (BRZYDALNAKIEL) 1176
(BRZYDALNAKIEL) 1176    receives (MALAWREDNARUDA) 429
(MALAWREDNARUDA) 429    receives (NEKKORU) 84
(NEKKORU) 84            receives (GWOLNY) 1079
(GWOLNY) 1079           receives (BOGUSZO) 1319
(BOGUSZO) 1319          receives (ALVARIN) 725

(ARO93) 306             receives (GEOBURAK) 372
(GEOBURAK) 372          receives (CORQAN) 859
(CORQAN) 859            receives (LOTHEG) 593
(LOTHEG) 593            receives (ARO93) 306

(BARTP) 68              receives (CRSUNIK) 46
(CRSUNIK) 46            receives (ORZEH) 198
(ORZEH) 198             receives (BLEBOK) 972
(BLEBOK) 972            receives (RAZUL) 131
(RAZUL) 131             receives (SWONICK) 823
(SWONICK) 823           receives (RAZUL) 351
(RAZUL) 351             receives (BARTP) 68

(CHRUSZCZOW) 1384       receives (KARRIARI) 841
(KARRIARI) 841          receives (SHADOWA) 1193
(SHADOWA) 1193          receives (CZAJAX) 1198
(CZAJAX) 1198           receives (LOTHEG) 591
(LOTHEG) 591            receives (CHRUSZCZOW) 1384

(CZAJAX) 292            receives (MEFIUG) 938
(MEFIUG) 938            receives (CZAJAX) 292

(MINNENMIN) 1134        receives (ZBAJSZEK) 1084
(ZBAJSZEK) 1084         receives (MINNENMIN) 1134

ITEM SUMMARY (433 total trades):

(8JANEK8) 777           receives (RAZUL) 363             and sends to (PIOTR1) 581
(8JANEK8) 778                       does not trade
(8JANEK8) 779           receives (SIEPACZ) 1161          and sends to (KARRIARI) 839
(8JANEK8) 780           receives (RAZUL) 134             and sends to (CINEK) 511
(8JANEK8) 781                       does not trade
(8JANEK8) 782                       does not trade
(8JANEK8) 783                       does not trade
(8RAMBO88) 388          receives (FURAN) 525             and sends to (CACTUSSE) 1333
(8RAMBO88) 392                      does not trade
(8RAMBO88) 397                      does not trade
(8RAMBO88) 398                      does not trade
(8RAMBO88) 399                      does not trade
(8RAMBO88) 400          receives (LOMAX1983) 513         and sends to (PTKW) 490
(8RAMBO88) 401          receives (MAJKOS) 167            and sends to (LOMAX1983) 514
(8RAMBO88) 402          receives (ELPRZYBYLLO) 767       and sends to (POKET) 1402
(8RAMBO88) 403          receives (MNOWACZY) 825          and sends to (KERUKR) 1205
(8RAMBO88) 404                      does not trade
(ADALBERT) 1250         receives (THELKAAR) 1156         and sends to (APIEJH) 1073
(ADALBERT) 1258         receives (SYDONIAA) 103          and sends to (SIEPACZ) 1160
(ADALBERT) 923                      does not trade
(ADALBERT) 924                      does not trade
(ADALBERT) 925                      does not trade
(ADALBERT) 926                      does not trade
(ADALBERT) 927                      does not trade
(ADALBERT) 928                      does not trade
(ADALBERT) 929                      does not trade
(ADMI99) 64                         does not trade
(ADMI99) 66                         does not trade
(ADMI99) 67                         does not trade
(ADMI99) 69                         does not trade
(ADMI99) 71             receives (ZBAJSZEK) 1089         and sends to (SWONICK) 1406
(ADMI99) 72                         does not trade
(ADMI99) 73                         does not trade
(ADMI99) 74                         does not trade
(ADMI99) 76                         does not trade
(ADMI99) 77                         does not trade
(ADMI99) 79                         does not trade
(AIDRAN) 723            receives (KMET) 635              and sends to (ERLONDIR) 1116
(AIDRAN) 724            receives (WAPNIAK) 677           and sends to (RAZUL) 122
(AIDRAN) 726                        does not trade
(AIDRAN) 770            receives (RAZUL) 110             and sends to (GEOBURAK) 374
(ALLADINALLADIN) 729    receives (BARTP) 63              and sends to (ANAMAN) 817
(ALLADINALLADIN) 730                does not trade
(ALLADINALLADIN) 731    receives (BARTP) 51              and sends to (BARTP) 62
(ALLADINALLADIN) 732                does not trade
(ALVARIN) 725           receives (RAZUL) 338             and sends to (BOGUSZO) 1319
(AMANDOR) 916           receives (DZERR) 530             and sends to (ARGUE) 436
(AMANDOR) 917                       does not trade
(ANAMAN) 816            receives (PTKW) 493              and sends to (ARMIGER) 453
(ANAMAN) 817            receives (ALLADINALLADIN) 729    and sends to (SOPART PL) 415
(ANAMAN) 871            receives (TUMINURE) 1103         and sends to (GWOLNY) 1072
(ANAMAN) 903            receives (THELKAAR) 1152         and sends to (RAZUL) 350
(ANDRZEYEK) 1128        receives (GOBLA) 300             and sends to (GIGI) 1040
(ANIOL1979) 1274                    does not trade
(ANIOL1979) 1276                    does not trade
(ANIOL1979) 1277                    does not trade
(ANIOL1979) 1278                    does not trade
(ANIOL1979) 1281                    does not trade
(ANIOL1979) 1284                    does not trade
(APIEJH) 1073           receives (ADALBERT) 1250         and sends to (FENIKSPL) 155
(APIEJH) 1075                       does not trade
(APIEJH) 1076                       does not trade
(APIEJH) 1096                       does not trade
(APIEJH) 1097                       does not trade
(APIEJH) 1098           receives (MEFIUG) 956            and sends to (PUASHEY90) 1115
(APIEJH) 1099                       does not trade
(APIEJH) 1100                       does not trade
(ARGUE) 435                         does not trade
(ARGUE) 436             receives (AMANDOR) 916           and sends to (SANDY86) 993
(ARGUE) 437                         does not trade
(ARGUE) 438                         does not trade
(ARMIGER) 450                       does not trade
(ARMIGER) 451           receives (KASZKIET) 760          and sends to (BORRYS) 773
(ARMIGER) 452                       does not trade
(ARMIGER) 453           receives (ANAMAN) 816            and sends to (SWONICK) 821
(ARMIGER) 454                       does not trade
(ARMIGER) 864                       does not trade
(ARO93) 306             receives (GEOBURAK) 372          and sends to (LOTHEG) 593
(ARO93) 307                         does not trade
(ARSAGHAR) 257          receives (POKET) 1405            and sends to (MALEKITH_86) 13
(ARSAGHAR) 260                      does not trade
(ARSAGHAR) 261                      does not trade
(ARSAGHAR) 262                      does not trade
(ASYMETRI) 906                      does not trade
(ASYMETRI) 907          receives (QBALDUS1) 100          and sends to (GINET1) 332
(ASYMETRI) 908                      does not trade
(ASYMETRI) 909          receives (VDER) 953              and sends to (SIPIO) 609
(ASYMETRI) 910                      does not trade
(ASYMETRI) 911                      does not trade
(ASYMETRI) 912                      does not trade
(ASYMETRI) 913                      does not trade
(ASYMETRI) 914                      does not trade
(ASYMETRI) 915                      does not trade
(BAARTOSZZ) 1001        receives (MEFIUG) 946            and sends to (BARTP) 58
(BAARTOSZZ) 1002        receives (KARRIARI) 836          and sends to (SYDONIAA) 96
(BAARTOSZZ) 1004        receives (SIEPACZ) 1162          and sends to (CRSUNIK) 448
(BAARTOSZZ) 1005        receives (MNOWACZY) 826          and sends to (BARTP) 51
(BAARTOSZZ) 1006                    does not trade
(BAARTOSZZ) 1007                    does not trade
(BAARTOSZZ) 1008        receives (MEFIUG) 936            and sends to (BRZYDALNAKIEL) 1174
(BAARTOSZZ) 1009                    does not trade
(BAARTOSZZ) 1010                    does not trade
(BAARTOSZZ) 1011                    does not trade
(BAARTOSZZ) 1012                    does not trade
(BAARTOSZZ) 1014                    does not trade
(BAARTOSZZ) 1016                    does not trade
(BAARTOSZZ) 1018                    does not trade
(BALIS) 1210                        does not trade
(BALIS) 1211                        does not trade
(BALIS) 1212                        does not trade
(BALIS) 1214                        does not trade
(BALIS) 1215                        does not trade
(BALIS) 1216                        does not trade
(BALIS) 1217            receives (LYSYPK) 534            and sends to (CORABB) 1026
(BALIS) 1219                        does not trade
(BALIS) 1220                        does not trade
(BALIS) 1222                        does not trade
(BALIS) 1223                        does not trade
(BALIS) 1225                        does not trade
(BALIS) 1226                        does not trade
(BALIS) 1227                        does not trade
(BALIS) 1229                        does not trade
(BALIS) 1230                        does not trade
(BALIS) 1232                        does not trade
(BALIS) 1233                        does not trade
(BALIS) 1234                        does not trade
(BAN4Y) 405             receives (CYBEROWCA) 693         and sends to (SPRYSIALDO) 286
(BAQ87) 1150                        does not trade
(BAQ87) 17              receives (RAZUL) 122             and sends to (KARRIARI) 834
(BAQ87) 19                          does not trade
(BAQ87) 23                          does not trade
