TradeMaximizer Version 1.4a
Options: ALLOW-DUMMIES LINEAR-PRIORITIES REQUIRE-COLONS REQUIRE-USERNAMES SHOW-MISSING SMALL-STEP=0 BIG-STEP=1

Input Checksum: 62e685228c36e9d455ca6ae3dd8673e0
ERRORS:
**** Item %AEON_S_END for user (KERUKR) is repeated in want list for 756.
**** Item %AEON_S_END for user (KERUKR) is repeated in want list for 762.
**** Item %AEON_S_END for user (KERUKR) is repeated in want list for 764.
**** Item %DICE_SETTLERS for user (RADZISZZ) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %MERLIN for user (RADZISZZ) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %SANTA_MARIA for user (RADZISZZ) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %TERRA_MYSTICA for user (GABENS29) has multiple want lists--ignoring all but first.  (Sometimes the result of an accidental line break in the middle of a want list.)
**** Item %WINGSPAN for user (JACEKBARBER) is repeated in want list for 433.
**** Item 135 is repeated in want list for %P3 for user (KLOS_X).
**** Item 210 is repeated in want list for 692.
**** Item 341 is repeated in want list for 138.
**** Item 704 is repeated in want list for 718.
**** Item 704 is repeated in want list for 721.
**** Unknown item 161 (3 occurrences)
**** Unknown item 162 (3 occurrences)
**** Unknown item 163 (1 occurrence)
**** Unknown item 164 (9 occurrences)
**** Unknown item 165 (4 occurrences)
**** Unknown item 166 (12 occurrences)
**** Unknown item 167 (3 occurrences)
**** Unknown item 168 (49 occurrences)
**** Unknown item 289 (3 occurrences)
**** Unknown item 290 (7 occurrences)
**** Unknown item 385 (2 occurrences)
**** Unknown item 386 (2 occurrences)
**** Unknown item 387 (8 occurrences)
**** Unknown item 388 (4 occurrences)
**** Unknown item 389 (1 occurrence)
**** Unknown item 390 (1 occurrence)
**** Unknown item 391 (2 occurrences)
**** Unknown item 428 (21 occurrences)
**** Unknown item 599 (1 occurrence)
**** Unknown item 600 (2 occurrences)
**** Unknown item 601 (2 occurrences)
**** Unknown item 604 (7 occurrences)
**** Unknown item 605 (9 occurrences)
**** Unknown item 606 (28 occurrences)
**** Unknown item 607 (7 occurrences)
**** Unknown item 608 (8 occurrences)
**** Unknown item 609 (4 occurrences)
**** Unknown item 610 (3 occurrences)
**** Unknown item 612 (1 occurrence)
**** Unknown item 631 (48 occurrences)
**** Unknown item 632 (1 occurrence)
**** Unknown item 633 (3 occurrences)
**** Unknown item 634 (23 occurrences)
**** Unknown item 64 (11 occurrences)
**** Unknown item 65 (1 occurrence)
**** Unknown item 66 (1 occurrence)
**** Unknown item 663 (7 occurrences)
**** Unknown item 665 (1 occurrence)
**** Unknown item 667 (6 occurrences)
**** Unknown item 668 (3 occurrences)
**** Unknown item 67 (2 occurrences)
**** Unknown item 68 (2 occurrences)
**** Unknown item 681 (4 occurrences)
**** Unknown item 683 (15 occurrences)
**** Unknown item 69 (1 occurrence)
**** Unknown item 70 (1 occurrence)
**** Unknown item 71 (4 occurrences)
**** Unknown item 72 (1 occurrence)
**** Unknown item 73 (3 occurrences)
**** Unknown item 739 (1 occurrence)
**** Unknown item 74 (1 occurrence)
**** Unknown item 740 (1 occurrence)
**** Unknown item 741 (1 occurrence)
**** Unknown item 742 (11 occurrences)
**** Unknown item 743 (7 occurrences)
**** Unknown item 744 (3 occurrences)
**** Unknown item 745 (2 occurrences)
**** Unknown item 748 (18 occurrences)
**** Unknown item 75 (25 occurrences)
**** Unknown item 76 (19 occurrences)
**** Unknown item 766 (1 occurrence)

TRADE LOOPS (108 total trades):
(MAT_EYO) 128                    does not trade
(MAT_EYO) 129                    does not trade
(MAT_EYO) 130                    does not trade
(MAT_EYO) 131                    does not trade
(MAT_EYO) 132                    does not trade
(MAT_EYO) 133                    does not trade
(MAT_EYO) 134                    does not trade
(MAT_EYO) 135                    does not trade
(MAT_EYO) 136                    does not trade
(MBIRD) 214                      does not trade
(MBIRD) 216          receives (ARMIGER) 108        and sends to (WEIS_B) 512
(MBIRD) 218                      does not trade
(MBIRD) 219                      does not trade
(MBIRD) 220                      does not trade
(MBIRD) 382          receives (KARRIARI) 651       and sends to (PROBBI) 662
(MEFIUG) 142                     does not trade
(MEFIUG) 143         receives (KONRADSTPN) 714     and sends to (SHILIEN) 119
(MEFIUG) 144                     does not trade
(MEFIUG) 145         receives (GOLONKO) 242        and sends to (COIN22) 565
(MEFIUG) 146                     does not trade
(MEFIUG) 147                     does not trade
(MEFIUG) 148                     does not trade
(MEFIUG) 149                     does not trade
(MEFIUG) 150                     does not trade
(MEFIUG) 151         receives (SZLESZYM) 259       and sends to (KLOS_X) 489
(MEFIUG) 152                     does not trade
(MEFIUG) 153                     does not trade
(MEFIUG) 154                     does not trade
(MEFIUG) 155                     does not trade
(MEFIUG) 156                     does not trade
(MEFIUG) 265         receives (NEKKORU) 42         and sends to (VORONWE) 411
(MILEV) 393                      does not trade
(MILEV) 394                      does not trade
(MILEV) 395                      does not trade
(MILEV) 396          receives (LOTHEG) 179         and sends to (KONTRABAS) 350
(MILEV) 397                      does not trade
(MILEV) 398                      does not trade
(MILEV) 399                      does not trade
(MILEV) 400                      does not trade
(MINNENMIN) 291                  does not trade
(MYNAHPL) 276                    does not trade
(MYNAHPL) 278                    does not trade
(MYNAHPL) 279                    does not trade
(MYNAHPL) 281        receives (SHILIEN) 119        and sends to (CZIKENPREDATOR) 140
(NADIS) 158                      does not trade
(NADIS) 159          receives (ARMIGER) 106        and sends to (RAZUL) 304
(NADIS) 160                      does not trade
(NAJPERSKLAKA) 23                does not trade
(NAJPERSKLAKA) 5                 does not trade
(NAJPERSKLAKA) 8                 does not trade
(NARO) 746                       does not trade
(NARO) 747                       does not trade
(NARO) 749                       does not trade
(NARO) 750                       does not trade
(NARO) 751                       does not trade
(NARO) 752                       does not trade
(NARO) 753                       does not trade
(NEKKORU) 17                     does not trade
(NEKKORU) 20                     does not trade
(NEKKORU) 22                     does not trade
(NEKKORU) 29                     does not trade
(NEKKORU) 31                     does not trade
(NEKKORU) 32                     does not trade
(NEKKORU) 33                     does not trade
(NEKKORU) 34                     does not trade
(NEKKORU) 35                     does not trade
(NEKKORU) 36                     does not trade
(NEKKORU) 37         receives (RAZUL) 307          and sends to (COIN22) 561
(NEKKORU) 38                     does not trade
(NEKKORU) 39                     does not trade
(NEKKORU) 40                     does not trade
(NEKKORU) 41                     does not trade
(NEKKORU) 42         receives (KARRIARI) 638       and sends to (MEFIUG) 265
(NEKKORU) 43                     does not trade
(NEKKORU) 44                     does not trade
(NEKKORU) 45                     does not trade
(NEKKORU) 46                     does not trade
(NEKKORU) 47                     does not trade
(NEKKORU) 48                     does not trade
(NEWGATE) 292                    does not trade
(NIKOSIS) 15         receives (VORONWE) 411        and sends to (WOOL_F) 54
(NIKOSIS) 21                     does not trade
(NIKOSIS) 24                     does not trade
(NIKOSIS) 26                     does not trade
(NIKOSIS) 30                     does not trade
(OMAM1234) 521                   does not trade
(OMAM1234) 522                   does not trade
(OMAM1234) 523                   does not trade
(OSTRY) 693                      does not trade
(OSTRY) 694                      does not trade
(OSTRY) 695                      does not trade
(OSTRY) 696                      does not trade
(OSTRY) 697                      does not trade
(OSTRY) 698                      does not trade
(OSTRY) 699                      does not trade
(OSTRY) 700                      does not trade
(OSTRY) 701                      does not trade
(OSTRY) 702                      does not trade
(OSTRY) 703                      does not trade
(OSTRY) 704                      does not trade
(OSTRY) 705                      does not trade
(OSTRY) 706                      does not trade
(OSTRY) 707                      does not trade
(OSTRY) 708                      does not trade
(OSTRY) 709                      does not trade
(OSTRY) 710                      does not trade
(PAWELACB) 613                   does not trade
(PAWELACB) 614                   does not trade
(PAWELACB) 615                   does not trade
(PAWELACB) 616                   does not trade
(PAWELACB) 617                   does not trade
(PAWELACB) 618                   does not trade
(PAWELACB) 619                   does not trade
(PAWELACB) 620                   does not trade
(PAWELACB) 621                   does not trade
(PAWELACB) 622                   does not trade
(PAWELACB) 623                   does not trade
(PAWELACB) 624                   does not trade
(PAWELACB) 625       receives (WEIS_B) 434         and sends to (MAT_EYO) 120
(PAWELACB) 626                   does not trade
(PETER128) 380                   does not trade
(PIECHU) 203                     does not trade
(PIECHU) 204                     does not trade
(PIECHU) 205         receives (WOOL_F) 50          and sends to (SZLESZYM) 262
(PIECHU) 206                     does not trade
(PIECHU) 207                     does not trade
(PIECHU) 208                     does not trade
(PIECHU) 209                     does not trade
(PIECHU) 210                     does not trade
(PIECHU) 211                     does not trade
(PIECHU) 212                     does not trade
(PIECHU) 213                     does not trade
(PIECHU) 215                     does not trade
(PIECHU) 217         receives (CZIKENPREDATOR) 141 and sends to (STASZEK) 767
(PIECHU) 221                     does not trade
(PIECHU) 222                     does not trade
(PIECHU) 223                     does not trade
(PIECHU) 224                     does not trade
(PIECHU) 225                     does not trade
(PIECHU) 226                     does not trade
(PIECHU) 227                     does not trade
(PIECHU) 228                     does not trade
(PIECHU) 229                     does not trade
(PIECHU) 230                     does not trade
(PIECHU) 231                     does not trade
(PIECHU) 232                     does not trade
(PIECHU) 233                     does not trade
(PIECHU) 234                     does not trade
(PIECHU) 235                     does not trade
(PIECHU) 236                     does not trade
(PIECHU) 273                     does not trade
(PIECHU) 51                      does not trade
(PIECHU) 52                      does not trade
(PIECHU) 55                      does not trade
(PIECHU) 56                      does not trade
(PIECHU) 57                      does not trade
(PIECHU) 58                      does not trade
(PIECHU) 59                      does not trade
(PIECHU) 60                      does not trade
(PIECHU) 61                      does not trade
(PIECHU) 62                      does not trade
(PIECHU) 63                      does not trade
(PIOTR1) 427                     does not trade
(PIOTR1) 429                     does not trade
(POKET) 769          receives (KLOS_X) 489         and sends to (8JANEK8) 660
(POKET) 770          receives (COIN22) 559         and sends to (KERUKR) 764
(POKET) 771                      does not trade
(PROBBI) 662         receives (MBIRD) 382          and sends to (GURTH) 328
(PROBBI) 664                     does not trade
(PROBBI) 666         receives (RAZUL) 302          and sends to (SIREVAN) 79
(PROBBI) 669                     does not trade
(PTKW) 419                       does not trade
(PTKW) 420                       does not trade
(PTKW) 421                       does not trade
(PTKW) 422                       does not trade
(PTKW) 423           receives (GURTH) 328          and sends to (KLOS_X) 500
(PUASHEY90) 297                  does not trade
(PUASHEY90) 298                  does not trade
(PUASHEY90) 299                  does not trade
(PUASHEY90) 383                  does not trade
(QBALDUS1) 373                   does not trade
(QBALDUS1) 374                   does not trade
(QBALDUS1) 375                   does not trade
(RADZISZZ) 518                   does not trade
(RADZISZZ) 519                   does not trade
(RAZUL) 300                      does not trade
(RAZUL) 301          receives (KONTRABAS) 358      and sends to (HARUN) 418
(RAZUL) 302          receives (8RAMBO88) 282       and sends to (PROBBI) 666
(RAZUL) 303                      does not trade
(RAZUL) 304          receives (NADIS) 159          and sends to (WAMPIK) 581
(RAZUL) 305                      does not trade
(RAZUL) 306          receives (GRUCHA) 577         and sends to (KONRADSTPN) 727
(RAZUL) 307          receives (GRUNWALD) 186       and sends to (NEKKORU) 37
(RAZUL) 308                      does not trade
(RAZUL) 309                      does not trade
(RAZUL) 310          receives (BLEBOK) 437         and sends to (GOLONKO) 249
(RAZUL) 311                      does not trade
(RAZUL) 313          receives (TIKTUK) 755         and sends to (BLEBOK) 437
(RAZUL) 314                      does not trade
(RAZUL) 316                      does not trade
(RAZUL) 317                      does not trade
(RAZUL) 318                      does not trade
(RAZUL) 320                      does not trade
(RAZUL) 321                      does not trade
(RAZUL) 322                      does not trade
(RAZUL) 323          receives (KONRADSTPN) 727     and sends to (GRUNWALD) 186
(RAZUL) 524                      does not trade
(RAZUL) 525                      does not trade
(RAZUL) 526                      does not trade
(RAZUL) 527                      does not trade
(RAZUL) 528                      does not trade
(RAZUL) 529                      does not trade
(RAZUL) 530          receives (CZIKENPREDATOR) 140 and sends to (GURTH) 332
(RAZUL) 531                      does not trade
(RAZUL) 532                      does not trade
(RAZUL) 533                      does not trade
(RAZUL) 534                      does not trade
(RAZUL) 535                      does not trade
(RAZUL) 536                      does not trade
(RAZUL) 537          receives (HARUN) 418          and sends to (KARRIARI) 651
(RAZUL) 538                      does not trade
(RAZUL) 539                      does not trade
(RAZUL) 551                      does not trade
(RAZUL) 552          receives (SIREVAN) 79         and sends to (8RAMBO88) 282
(RAZUL) 553                      does not trade
(RAZUL) 554                      does not trade
(REQV) 319                       does not trade
(REQV) 324           receives (GURTH) 332          and sends to (KARRIARI) 638
(REQV) 325                       does not trade
(RZEZIO) 157                     does not trade
(RZEZIO) 692         receives (KRIONAH) 272        and sends to (KRIONAH) 270
(SHADOWA) 570                    does not trade
(SHADOWA) 571                    does not trade
(SHADOWA) 572                    does not trade
(SHADOWA) 573                    does not trade
(SHADOWA) 574                    does not trade
(SHILIEN) 119        receives (MEFIUG) 143         and sends to (MYNAHPL) 281
(SIPIO) 359                      does not trade
(SIPIO) 360                      does not trade
(SIPIO) 361          receives (KONRADSTPN) 718     and sends to (KONRADSTPN) 718
(SIPIO) 362                      does not trade
(SIPIO) 363                      does not trade
(SIPIO) 364                      does not trade
(SIPIO) 365                      does not trade
(SIPIO) 366                      does not trade
(SIPIO) 367                      does not trade
(SIPIO) 368                      does not trade
(SIPIO) 369                      does not trade
(SIPIO) 370                      does not trade
(SIPIO) 371                      does not trade
(SIREVAN) 78                     does not trade
(SIREVAN) 79         receives (PROBBI) 666         and sends to (RAZUL) 552
(SIREVAN) 80                     does not trade
(SIREVAN) 81                     does not trade
(SIREVAN) 82                     does not trade
(SIREVAN) 83                     does not trade
(SPASIPL) 137                    does not trade
(SPASIPL) 138                    does not trade
(SPASIPL) 139                    does not trade
(SPRYSIALDO) 240                 does not trade
(SPRYSIALDO) 93                  does not trade
(SPRYSIALDO) 94                  does not trade
(STASZEK) 767        receives (PIECHU) 217         and sends to (DERTAZ) 673
(STASZEK) 768                    does not trade
(SYDONIAA) 10                    does not trade
(SYDONIAA) 11                    does not trade
(SYDONIAA) 14        receives (WOOL_F) 54          and sends to (KMET) 293
(SYDONIAA) 379                   does not trade
(SYDONIAA) 4                     does not trade
(SYDONIAA) 597                   does not trade
(SYDONIAA) 598                   does not trade
(SYDONIAA) 6                     does not trade
(SYDONIAA) 7                     does not trade
(SZLESZYM) 241       receives (GABENS29) 503       and sends to (KLOS_X) 488
(SZLESZYM) 256                   does not trade
(SZLESZYM) 257                   does not trade
(SZLESZYM) 258                   does not trade
(SZLESZYM) 259       receives (KMET) 293           and sends to (MEFIUG) 151
(SZLESZYM) 260       receives (GRUCHA) 576         and sends to (GURTH) 327
(SZLESZYM) 261                   does not trade
(SZLESZYM) 262       receives (PIECHU) 205         and sends to (KONRADSTPN) 714
(SZLESZYM) 263                   does not trade
(SZLESZYM) 264       receives (FAKIRR) 603         and sends to (WEIS_B) 434
(SZLESZYM) 296                   does not trade
(TIKTUK) 754                     does not trade
(TIKTUK) 755         receives (MALEKITH_86) 3      and sends to (RAZUL) 313
(TOMAX22) 602                    does not trade
(TOMZAQ) 392                     does not trade
(TOMZAQ) 719                     does not trade
(TOMZAQ) 723                     does not trade
(TUMINURE) 504                   does not trade
(TUMINURE) 505                   does not trade
(TUMINURE) 506                   does not trade
(TUMINURE) 507                   does not trade
(TUMINURE) 508                   does not trade
(TUMINURE) 509                   does not trade
(TUMINURE) 510                   does not trade
(VORONWE) 408                    does not trade
(VORONWE) 409                    does not trade
(VORONWE) 410                    does not trade
(VORONWE) 411        receives (MEFIUG) 265         and sends to (NIKOSIS) 15
(VORONWE) 412                    does not trade
(VORONWE) 413                    does not trade
(VORONWE) 414                    does not trade
(WACHOM81) 415                   does not trade
(WACHOM81) 416                   does not trade
(WACHOM81) 417                   does not trade
(WAMPIK) 578                     does not trade
(WAMPIK) 579                     does not trade
(WAMPIK) 580         receives (MATGIE) 513         and sends to (GABENS29) 503
(WAMPIK) 581         receives (RAZUL) 304          and sends to (GABENS29) 502
(WAMPIK) 582                     does not trade
(WAPNIAK) 351                    does not trade
(WAPNIAK) 352        receives (DETRYTUS) 354       and sends to (KRIONAH) 272
(WAPNIAK) 353                    does not trade
(WAPNIAK) 376                    does not trade
(WAPNIAK) 377                    does not trade
(WAPNIAK) 378                    does not trade
(WEIS_B) 434         receives (SZLESZYM) 264       and sends to (PAWELACB) 625
(WEIS_B) 512         receives (MBIRD) 216          and sends to (KONTRABAS) 358
(WOOL_F) 49                      does not trade
(WOOL_F) 50          receives (8JANEK8) 660        and sends to (PIECHU) 205
(WOOL_F) 53                      does not trade
(WOOL_F) 54          receives (NIKOSIS) 15         and sends to (SYDONIAA) 14
(WOTHAN) 266                     does not trade
(YOOLIANNA) 583      receives (KLOS_X) 500         and sends to (GOLONKO) 242
(YOOLIANNA) 584      receives (GOLONKO) 249        and sends to (GOLONKO) 247
(ZBAJSZEK) 540                   does not trade
(ZBAJSZEK) 541                   does not trade
(ZBAJSZEK) 542                   does not trade
(ZBAJSZEK) 543                   does not trade
(ZBAJSZEK) 544                   does not trade
(ZBAJSZEK) 545                   does not trade
(ZBAJSZEK) 546                   does not trade
(ZBAJSZEK) 547                   does not trade
(ZBAJSZEK) 548                   does not trade
(ZBAJSZEK) 549                   does not trade
(_SLY_) 169                      does not trade
(_SLY_) 170                      does not trade
(_SLY_) 171                      does not trade
(_SLY_) 172                      does not trade
(_SLY_) 173                      does not trade
(_SLY_) 174                      does not trade

Num trades  = 108 of 710 items (15,2%)
Total cost  = 267 (avg 2,47)
Num groups  = 6
Group sizes = 45 24 24 8 5 2
Sum squares = 3270
